shelf_id,aisle,item_weight,shelf_weight,item_category,item_subcategory,maximum_stock,current_stock,item_price,time_stamp
VINOLI27,22,2000,190000,VINEGAR AND OIL,Olive oil,95,75,16.77,2025-08-26 15:54:15
VINOLI28,22,500,72500,VINEGAR AND OIL,Olive oil,145,136,8.94,2025-08-26 15:49:15
VINOLI29,22,500,41000,VINEGAR AND OIL,Olive oil,82,81,18.59,2025-08-26 15:49:15
VINOLI30,22,2000,246000,VINEGAR AND OIL,Olive oil,123,120,12.55,2025-08-26 15:49:15
VINOLI31,22,750,72750,VINEGAR AND OIL,Olive oil,97,71,8.22,2025-08-26 15:51:15
VINOLI32,22,500,72500,VINEGAR AND OIL,Olive oil,145,130,17.09,2025-08-26 15:49:15
VINOLI33,22,2000,252000,VINEGAR AND OIL,Olive oil,126,98,15.76,2025-08-26 15:47:15
VINOLI34,22,2000,260000,VINEGAR AND OIL,Olive oil,130,93,11.4,2025-08-26 15:50:15
VINOLI35,22,750,54750,VINEGAR AND OIL,Olive oil,73,55,17.7,2025-08-26 15:52:15
VINOLI36,22,1000,117000,VINEGAR AND OIL,Olive oil,117,84,12.88,2025-08-26 15:51:15
VINOLI37,22,500,57500,VINEGAR AND OIL,Olive oil,115,105,8.88,2025-08-26 15:50:15
VINOLI38,22,2000,152000,VINEGAR AND OIL,Olive oil,76,55,12.44,2025-08-26 15:49:15
VINOLI39,22,500,53000,VINEGAR AND OIL,Olive oil,106,94,15.24,2025-08-26 15:51:15
VINOLI40,22,750,83250,VINEGAR AND OIL,Olive oil,111,87,8.3,2025-08-26 15:48:15
VINOLI41,22,500,46000,VINEGAR AND OIL,Olive oil,92,82,19.14,2025-08-26 15:53:15
VINOLI42,22,2000,254000,VINEGAR AND OIL,Olive oil,127,112,15.87,2025-08-26 15:56:15
VINOLI43,22,500,45000,VINEGAR AND OIL,Olive oil,90,73,14.99,2025-08-26 15:47:15
VINOLI44,22,2000,178000,VINEGAR AND OIL,Olive oil,89,77,10.34,2025-08-26 15:50:15
VINOLI45,22,2000,240000,VINEGAR AND OIL,Olive oil,120,110,11.37,2025-08-26 15:48:15
VINOLI46,22,1000,137000,VINEGAR AND OIL,Olive oil,137,132,16.15,2025-08-26 15:55:15
VINCOR1,22,500,113000,VINEGAR AND OIL,Corn oil,226,220,4.95,2025-08-26 15:48:15
VINCOR2,22,1000,243000,VINEGAR AND OIL,Corn oil,243,211,2.24,2025-08-26 15:55:15
VINCOR3,22,500,87500,VINEGAR AND OIL,Corn oil,175,134,3.77,2025-08-26 15:54:15
VINCOR4,22,1500,198000,VINEGAR AND OIL,Corn oil,132,96,3.26,2025-08-26 15:54:15
VINCOR5,22,1000,153000,VINEGAR AND OIL,Corn oil,153,123,2.7,2025-08-26 15:56:15
VINPEA1,22,500,77000,VINEGAR AND OIL,Peanut oil,154,120,4.31,2025-08-26 15:51:15
VINPEA2,22,500,85000,VINEGAR AND OIL,Peanut oil,170,158,3.02,2025-08-26 15:51:15
VINPEA3,22,1500,222000,VINEGAR AND OIL,Peanut oil,148,116,4.18,2025-08-26 15:49:15
VINPEA4,22,500,99500,VINEGAR AND OIL,Peanut oil,199,194,2.85,2025-08-26 15:49:15
VINSOY1,22,1000,177000,VINEGAR AND OIL,Soybean oil,177,171,4.24,2025-08-26 15:54:15
VINSOY2,22,1000,120000,VINEGAR AND OIL,Soybean oil,120,89,4.33,2025-08-26 15:51:15
VINSUN1,22,1500,327000,VINEGAR AND OIL,Sunflower oil,218,173,2.4,2025-08-26 15:53:15
VINSUN2,22,1500,340500,VINEGAR AND OIL,Sunflower oil,227,186,2.08,2025-08-26 15:56:15
VINSUN3,22,1500,346500,VINEGAR AND OIL,Sunflower oil,231,199,2.02,2025-08-26 15:47:15
VINSUN4,22,1500,300000,VINEGAR AND OIL,Sunflower oil,200,172,1.55,2025-08-26 15:50:15
VINSUN5,22,500,93000,VINEGAR AND OIL,Sunflower oil,186,141,3.52,2025-08-26 15:53:15
VINSUN6,22,1500,339000,VINEGAR AND OIL,Sunflower oil,226,186,3.75,2025-08-26 15:54:15
VINFRY1,22,1000,145000,VINEGAR AND OIL,Frying oil,145,136,4.57,2025-08-26 15:52:15
VINFRY2,22,500,70000,VINEGAR AND OIL,Frying oil,140,102,5.27,2025-08-26 15:50:15
VINFRY3,22,500,83500,VINEGAR AND OIL,Frying oil,167,165,3.41,2025-08-26 15:55:15
VINFRY4,22,500,89000,VINEGAR AND OIL,Frying oil,178,159,3.1,2025-08-26 15:52:15
SAVCHI1,23,262,86984,SAVORY SNACKS,Chips and similar,332,309,3.54,2025-08-26 15:48:15
SAVCHI2,23,108,44928,SAVORY SNACKS,Chips and similar,416,403,2.67,2025-08-26 15:50:15
SAVCHI3,23,61,17751,SAVORY SNACKS,Chips and similar,291,226,2.61,2025-08-26 15:49:15
SAVCHI4,23,55,27885,SAVORY SNACKS,Chips and similar,507,453,1.38,2025-08-26 15:51:15
SAVCHI5,23,139,83122,SAVORY SNACKS,Chips and similar,598,453,1.33,2025-08-26 15:54:15
SAVCHI6,23,223,85632,SAVORY SNACKS,Chips and similar,384,364,3.32,2025-08-26 15:47:15
SAVCHI7,23,221,107185,SAVORY SNACKS,Chips and similar,485,411,2.05,2025-08-26 15:55:15
SAVCHI8,23,271,120053,SAVORY SNACKS,Chips and similar,443,343,3.57,2025-08-26 15:49:15
SAVCHI9,23,75,23625,SAVORY SNACKS,Chips and similar,315,235,1.49,2025-08-26 15:48:15
SAVCHI10,23,78,42354,SAVORY SNACKS,Chips and similar,543,449,2.7,2025-08-26 15:50:15
SAVCHI11,23,185,68450,SAVORY SNACKS,Chips and similar,370,329,1.05,2025-08-26 15:47:15
SAVCHI12,23,155,69285,SAVORY SNACKS,Chips and similar,447,363,3.2,2025-08-26 15:53:15
SAVCHI13,23,102,57222,SAVORY SNACKS,Chips and similar,561,449,1.34,2025-08-26 15:51:15
SAVCHI14,23,235,70030,SAVORY SNACKS,Chips and similar,298,210,3.69,2025-08-26 15:53:15
SAVCHI15,23,66,33858,SAVORY SNACKS,Chips and similar,513,427,2.53,2025-08-26 15:56:15
SAVCHI16,23,299,134251,SAVORY SNACKS,Chips and similar,449,361,3.15,2025-08-26 15:50:15
SAVCHI17,23,229,77402,SAVORY SNACKS,Chips and similar,338,238,1.97,2025-08-26 15:52:15
SAVCHI18,23,169,68107,SAVORY SNACKS,Chips and similar,403,385,1.41,2025-08-26 15:55:15
SAVCHI19,23,160,71200,SAVORY SNACKS,Chips and similar,445,379,2.45,2025-08-26 15:48:15
SAVCHI20,23,107,41944,SAVORY SNACKS,Chips and similar,392,316,2.43,2025-08-26 15:47:15
SAVCHI21,23,260,93860,SAVORY SNACKS,Chips and similar,361,353,2.48,2025-08-26 15:47:15
SAVCHI22,23,55,16445,SAVORY SNACKS,Chips and similar,299,254,2.44,2025-08-26 15:51:15
SAVCHI23,23,99,25542,SAVORY SNACKS,Chips and similar,258,244,2.66,2025-08-26 15:50:15
SAVCHI24,23,249,91881,SAVORY SNACKS,Chips and similar,369,323,3.52,2025-08-26 15:51:15
SAVCHI25,23,295,75520,SAVORY SNACKS,Chips and similar,256,200,1.66,2025-08-26 15:47:15
SAVCHI26,23,218,73248,SAVORY SNACKS,Chips and similar,336,258,1.12,2025-08-26 15:48:15
SAVCHI27,23,173,77677,SAVORY SNACKS,Chips and similar,449,350,3.0,2025-08-26 15:50:15
SAVCHI28,23,248,109864,SAVORY SNACKS,Chips and similar,443,336,2.21,2025-08-26 15:47:15
SAVCHI29,23,204,51612,SAVORY SNACKS,Chips and similar,253,180,1.11,2025-08-26 15:49:15
SAVCHI30,23,221,124644,SAVORY SNACKS,Chips and similar,564,516,2.96,2025-08-26 15:52:15
SAVCHI31,23,93,19716,SAVORY SNACKS,Chips and similar,212,178,1.26,2025-08-26 15:54:15
SAVCHI32,23,160,35680,SAVORY SNACKS,Chips and similar,223,183,2.07,2025-08-26 15:53:15
SAVCHI33,23,209,57057,SAVORY SNACKS,Chips and similar,273,261,2.38,2025-08-26 15:55:15
SAVCHI34,23,216,105624,SAVORY SNACKS,Chips and similar,489,426,1.25,2025-08-26 15:53:15
SAVCHI35,23,263,129133,SAVORY SNACKS,Chips and similar,491,464,1.9,2025-08-26 15:47:15
SAVCHI36,23,265,106530,SAVORY SNACKS,Chips and similar,402,357,1.22,2025-08-26 15:56:15
SAVCHI37,23,103,47792,SAVORY SNACKS,Chips and similar,464,401,1.41,2025-08-26 15:54:15
SAVCHI38,23,129,58953,SAVORY SNACKS,Chips and similar,457,391,2.95,2025-08-26 15:56:15
SAVCHI39,23,94,28106,SAVORY SNACKS,Chips and similar,299,252,2.6,2025-08-26 15:52:15
SAVCHI40,23,265,96725,SAVORY SNACKS,Chips and similar,365,326,1.79,2025-08-26 15:54:15
SAVCHI41,23,177,49914,SAVORY SNACKS,Chips and similar,282,251,1.18,2025-08-26 15:53:15
SAVCHI42,23,233,95530,SAVORY SNACKS,Chips and similar,410,387,3.16,2025-08-26 15:49:15
SAVCHI43,23,111,56166,SAVORY SNACKS,Chips and similar,506,490,3.34,2025-08-26 15:51:15
SAVCHI44,23,158,55774,SAVORY SNACKS,Chips and similar,353,259,1.13,2025-08-26 15:48:15
SAVCHI45,23,296,107152,SAVORY SNACKS,Chips and similar,362,322,1.88,2025-08-26 15:54:15
SAVCHI46,23,153,81855,SAVORY SNACKS,Chips and similar,535,427,3.76,2025-08-26 15:55:15
SAVCHI47,23,98,45864,SAVORY SNACKS,Chips and similar,468,342,2.06,2025-08-26 15:49:15
SAVCHI48,23,190,93860,SAVORY SNACKS,Chips and similar,494,379,3.56,2025-08-26 15:49:15
SAVCHI49,23,271,86178,SAVORY SNACKS,Chips and similar,318,242,1.03,2025-08-26 15:47:15
SAVCHI50,23,243,99873,SAVORY SNACKS,Chips and similar,411,402,1.06,2025-08-26 15:55:15
SAVCHI51,23,195,78585,SAVORY SNACKS,Chips and similar,403,350,1.56,2025-08-26 15:56:15
SAVCHI52,23,219,104682,SAVORY SNACKS,Chips and similar,478,389,2.97,2025-08-26 15:56:15
SAVCHI53,23,170,40120,SAVORY SNACKS,Chips and similar,236,225,2.96,2025-08-26 15:49:15
SAVCHI54,23,59,24898,SAVORY SNACKS,Chips and similar,422,299,3.76,2025-08-26 15:50:15
SAVCHI55,23,135,37530,SAVORY SNACKS,Chips and similar,278,247,2.49,2025-08-26 15:55:15
SAVCHI56,23,194,61886,SAVORY SNACKS,Chips and similar,319,295,3.07,2025-08-26 15:53:15
SAVCHI57,23,221,106743,SAVORY SNACKS,Chips and similar,483,385,2.32,2025-08-26 15:50:15
SAVCHI58,23,185,88060,SAVORY SNACKS,Chips and similar,476,371,1.64,2025-08-26 15:48:15
SAVCHI59,23,68,38284,SAVORY SNACKS,Chips and similar,563,496,2.82,2025-08-26 15:47:15
SAVCHI60,23,223,114622,SAVORY SNACKS,Chips and similar,514,483,2.87,2025-08-26 15:47:15
SAVCHI61,23,248,60016,SAVORY SNACKS,Chips and similar,242,187,1.72,2025-08-26 15:51:15
SAVCHI62,23,75,39900,SAVORY SNACKS,Chips and similar,532,498,3.58,2025-08-26 15:48:15
SAVCHI63,23,167,49766,SAVORY SNACKS,Chips and similar,298,257,3.47,2025-08-26 15:50:15
SAVCHI64,23,252,148932,SAVORY SNACKS,Chips and similar,591,529,3.09,2025-08-26 15:53:15
SAVPOP1,23,500,102000,SAVORY SNACKS,Popcorn,204,203,1.4,2025-08-26 15:54:15
SAVPOP2,23,100,22300,SAVORY SNACKS,Popcorn,223,179,2.38,2025-08-26 15:48:15
SAVPOP3,23,250,44500,SAVORY SNACKS,Popcorn,178,141,2.83,2025-08-26 15:53:15
SAVPOP4,23,100,27200,SAVORY SNACKS,Popcorn,272,237,1.45,2025-08-26 15:47:15
SAVPOP5,23,250,63750,SAVORY SNACKS,Popcorn,255,231,1.01,2025-08-26 15:48:15
SAVPOP6,23,500,135000,SAVORY SNACKS,Popcorn,270,237,2.12,2025-08-26 15:47:15
SAVPOP7,23,500,162000,SAVORY SNACKS,Popcorn,324,302,1.19,2025-08-26 15:49:15
SAVPOP8,23,250,44750,SAVORY SNACKS,Popcorn,179,155,2.83,2025-08-26 15:50:15
SAVTOA1,23,190,53010,SAVORY SNACKS,Toasted snacks,279,275,3.54,2025-08-26 15:54:15
SAVTOA2,23,158,47084,SAVORY SNACKS,Toasted snacks,298,281,2.61,2025-08-26 15:52:15
SAVTOA3,23,82,15498,SAVORY SNACKS,Toasted snacks,189,177,3.79,2025-08-26 15:48:15
SAVTOA4,23,128,33792,SAVORY SNACKS,Toasted snacks,264,224,3.53,2025-08-26 15:50:15
SAVTOA5,23,235,42770,SAVORY SNACKS,Toasted snacks,182,169,1.52,2025-08-26 15:56:15
SAVTOA6,23,183,63867,SAVORY SNACKS,Toasted snacks,349,316,3.25,2025-08-26 15:53:15
SAVTOA7,23,192,32256,SAVORY SNACKS,Toasted snacks,168,133,2.5,2025-08-26 15:49:15
SAVTOA8,23,113,43618,SAVORY SNACKS,Toasted snacks,386,350,2.18,2025-08-26 15:52:15
SAVTOA9,23,211,35237,SAVORY SNACKS,Toasted snacks,167,152,1.94,2025-08-26 15:55:15
SAVTOA10,23,105,29715,SAVORY SNACKS,Toasted snacks,283,262,2.73,2025-08-26 15:51:15
SAVTOA11,23,165,26400,SAVORY SNACKS,Toasted snacks,160,116,1.85,2025-08-26 15:48:15
SAVTOA12,23,154,44660,SAVORY SNACKS,Toasted snacks,290,286,1.63,2025-08-26 15:50:15
SAVTOA13,23,210,72240,SAVORY SNACKS,Toasted snacks,344,298,1.69,2025-08-26 15:47:15
SAVTOA14,23,104,18408,SAVORY SNACKS,Toasted snacks,177,161,2.31,2025-08-26 15:53:15
SAVTOA15,23,179,51194,SAVORY SNACKS,Toasted snacks,286,252,3.78,2025-08-26 15:49:15
SAVTOA16,23,181,46517,SAVORY SNACKS,Toasted snacks,257,227,3.39,2025-08-26 15:55:15
SAVTOA17,23,164,44116,SAVORY SNACKS,Toasted snacks,269,238,2.83,2025-08-26 15:52:15
SAVTOA18,23,127,35433,SAVORY SNACKS,Toasted snacks,279,248,3.1,2025-08-26 15:52:15
PETWET1,24,200,75600,PET PRODUCTS,Wet cat food,378,321,0.67,2025-08-26 15:54:15
PETWET2,24,85,17425,PET PRODUCTS,Wet cat food,205,198,1.98,2025-08-26 15:47:15
PETWET3,24,85,48960,PET PRODUCTS,Wet cat food,576,473,0.79,2025-08-26 15:52:15
PETWET4,24,200,116000,PET PRODUCTS,Wet cat food,580,482,1.81,2025-08-26 15:52:15
PETWET5,24,85,27115,PET PRODUCTS,Wet cat food,319,244,0.53,2025-08-26 15:53:15
PETWET6,24,85,36720,PET PRODUCTS,Wet cat food,432,338,1.22,2025-08-26 15:55:15
PETWET7,24,50,29700,PET PRODUCTS,Wet cat food,594,583,1.96,2025-08-26 15:56:15
PETWET8,24,200,89800,PET PRODUCTS,Wet cat food,449,386,1.17,2025-08-26 15:50:15
PETWET9,24,100,24300,PET PRODUCTS,Wet cat food,243,202,0.67,2025-08-26 15:49:15
PETWET10,24,50,28550,PET PRODUCTS,Wet cat food,571,435,0.56,2025-08-26 15:47:15
PETWET11,24,50,22750,PET PRODUCTS,Wet cat food,455,425,1.48,2025-08-26 15:52:15
PETWET12,24,50,14550,PET PRODUCTS,Wet cat food,291,211,0.74,2025-08-26 15:54:15
PETWET13,24,50,13400,PET PRODUCTS,Wet cat food,268,232,0.51,2025-08-26 15:54:15
PETWET14,24,85,24565,PET PRODUCTS,Wet cat food,289,282,0.75,2025-08-26 15:52:15
PETWET15,24,100,41100,PET PRODUCTS,Wet cat food,411,363,1.04,2025-08-26 15:49:15
PETWET16,24,100,58900,PET PRODUCTS,Wet cat food,589,433,1.09,2025-08-26 15:51:15
PETWET17,24,200,73800,PET PRODUCTS,Wet cat food,369,305,1.59,2025-08-26 15:50:15
PETWET18,24,85,24735,PET PRODUCTS,Wet cat food,291,237,1.5,2025-08-26 15:56:15
PETWET19,24,200,90000,PET PRODUCTS,Wet cat food,450,355,0.72,2025-08-26 15:52:15
PETWET20,24,200,99600,PET PRODUCTS,Wet cat food,498,365,0.63,2025-08-26 15:52:15
PETWET21,24,50,10150,PET PRODUCTS,Wet cat food,203,183,1.53,2025-08-26 15:52:15
PETWET22,24,50,22000,PET PRODUCTS,Wet cat food,440,317,0.97,2025-08-26 15:54:15
PETWET23,24,100,56500,PET PRODUCTS,Wet cat food,565,512,1.95,2025-08-26 15:49:15
PETWET24,24,50,20000,PET PRODUCTS,Wet cat food,400,325,1.8,2025-08-26 15:55:15
PETWET25,24,85,44030,PET PRODUCTS,Wet cat food,518,369,1.72,2025-08-26 15:53:15
PETWET26,24,50,28200,PET PRODUCTS,Wet cat food,564,467,1.8,2025-08-26 15:47:15
PETWET27,24,85,35020,PET PRODUCTS,Wet cat food,412,365,1.74,2025-08-26 15:55:15
PETWET28,24,50,18050,PET PRODUCTS,Wet cat food,361,313,0.87,2025-08-26 15:53:15
PETWET29,24,200,67400,PET PRODUCTS,Wet cat food,337,323,0.92,2025-08-26 15:48:15
PETWET30,24,85,49810,PET PRODUCTS,Wet cat food,586,432,1.74,2025-08-26 15:49:15
PETWET31,24,200,78400,PET PRODUCTS,Wet cat food,392,295,1.64,2025-08-26 15:50:15
PETWET32,24,85,41225,PET PRODUCTS,Wet cat food,485,377,1.01,2025-08-26 15:54:15
PETWET33,24,200,85400,PET PRODUCTS,Wet cat food,427,384,0.54,2025-08-26 15:52:15
PETWET34,24,85,46410,PET PRODUCTS,Wet cat food,546,428,1.78,2025-08-26 15:52:15
PETWET35,24,85,48620,PET PRODUCTS,Wet cat food,572,506,1.01,2025-08-26 15:54:15
PETWET36,24,85,49215,PET PRODUCTS,Wet cat food,579,529,0.9,2025-08-26 15:48:15
PETWET37,24,100,20900,PET PRODUCTS,Wet cat food,209,176,1.46,2025-08-26 15:50:15
PETWET38,24,100,34400,PET PRODUCTS,Wet cat food,344,254,0.52,2025-08-26 15:53:15
PETWET39,24,50,10850,PET PRODUCTS,Wet cat food,217,169,1.66,2025-08-26 15:55:15
PETWET40,24,50,27250,PET PRODUCTS,Wet cat food,545,493,1.39,2025-08-26 15:53:15
PETWET41,24,100,32000,PET PRODUCTS,Wet cat food,320,256,0.78,2025-08-26 15:48:15
PETWET42,24,85,49215,PET PRODUCTS,Wet cat food,579,455,0.6,2025-08-26 15:56:15
PETWET43,24,50,19600,PET PRODUCTS,Wet cat food,392,303,1.52,2025-08-26 15:47:15
PETWET44,24,100,23900,PET PRODUCTS,Wet cat food,239,181,0.91,2025-08-26 15:53:15
PETWET45,24,85,50235,PET PRODUCTS,Wet cat food,591,575,0.9,2025-08-26 15:49:15
PETWET46,24,50,18050,PET PRODUCTS,Wet cat food,361,318,1.33,2025-08-26 15:47:15
PETWET47,24,200,83600,PET PRODUCTS,Wet cat food,418,321,1.47,2025-08-26 15:54:15
PETWET48,24,50,20700,PET PRODUCTS,Wet cat food,414,338,1.47,2025-08-26 15:49:15
PETWET49,24,200,52400,PET PRODUCTS,Wet cat food,262,209,0.89,2025-08-26 15:50:15
PETWET50,24,50,14850,PET PRODUCTS,Wet cat food,297,257,1.47,2025-08-26 15:55:15
PETWET51,24,200,115400,PET PRODUCTS,Wet cat food,577,536,1.18,2025-08-26 15:51:15
PETWET52,24,100,30800,PET PRODUCTS,Wet cat food,308,237,0.52,2025-08-26 15:55:15
PETWET53,24,200,47400,PET PRODUCTS,Wet cat food,237,227,1.55,2025-08-26 15:49:15
PETWET54,24,100,45800,PET PRODUCTS,Wet cat food,458,357,1.91,2025-08-26 15:50:15
PETWET55,24,85,33490,PET PRODUCTS,Wet cat food,394,296,1.27,2025-08-26 15:56:15
PETWET56,24,100,33200,PET PRODUCTS,Wet cat food,332,235,0.88,2025-08-26 15:52:15
PETWET57,24,100,38100,PET PRODUCTS,Wet cat food,381,318,1.52,2025-08-26 15:52:15
PETDRY1,24,2000,362000,PET PRODUCTS,Dry cat food,181,178,5.81,2025-08-26 15:55:15
PETDRY2,24,2000,758000,PET PRODUCTS,Dry cat food,379,290,2.77,2025-08-26 15:54:15
PETDRY3,24,250,97750,PET PRODUCTS,Dry cat food,391,287,3.32,2025-08-26 15:52:15
PETDRY4,24,250,39500,PET PRODUCTS,Dry cat food,158,138,4.99,2025-08-26 15:56:15
PETDRY5,24,2000,480000,PET PRODUCTS,Dry cat food,240,239,9.46,2025-08-26 15:52:15
PETDRY6,24,250,71750,PET PRODUCTS,Dry cat food,287,250,2.33,2025-08-26 15:52:15
PETDRY7,24,2000,634000,PET PRODUCTS,Dry cat food,317,310,7.8,2025-08-26 15:54:15
PETDRY8,24,250,70250,PET PRODUCTS,Dry cat food,281,254,8.82,2025-08-26 15:55:15
PETDRY9,24,500,108000,PET PRODUCTS,Dry cat food,216,159,4.72,2025-08-26 15:52:15
PETDRY10,24,250,66250,PET PRODUCTS,Dry cat food,265,237,5.22,2025-08-26 15:53:15
PETDRY11,24,250,78000,PET PRODUCTS,Dry cat food,312,256,5.99,2025-08-26 15:47:15
PETDRY12,24,1000,294000,PET PRODUCTS,Dry cat food,294,254,8.09,2025-08-26 15:53:15
PETDRY13,24,2000,698000,PET PRODUCTS,Dry cat food,349,255,4.94,2025-08-26 15:52:15
PETDRY14,24,250,84000,PET PRODUCTS,Dry cat food,336,286,7.28,2025-08-26 15:53:15
PETDRY15,24,250,75750,PET PRODUCTS,Dry cat food,303,250,4.03,2025-08-26 15:48:15
PETDRY16,24,1000,304000,PET PRODUCTS,Dry cat food,304,244,8.16,2025-08-26 15:53:15
PETDRY17,24,500,96500,PET PRODUCTS,Dry cat food,193,188,8.5,2025-08-26 15:47:15
PETDRY18,24,500,180500,PET PRODUCTS,Dry cat food,361,360,4.34,2025-08-26 15:52:15
PETDRY19,24,500,91500,PET PRODUCTS,Dry cat food,183,137,4.18,2025-08-26 15:53:15
PETDRY20,24,1000,281000,PET PRODUCTS,Dry cat food,281,274,2.9,2025-08-26 15:55:15
PETDRY21,24,2000,696000,PET PRODUCTS,Dry cat food,348,269,4.44,2025-08-26 15:49:15
PETDRY22,24,500,114000,PET PRODUCTS,Dry cat food,228,166,8.98,2025-08-26 15:51:15
PETDRY23,24,500,151500,PET PRODUCTS,Dry cat food,303,247,6.51,2025-08-26 15:50:15
PETDRY24,24,500,87000,PET PRODUCTS,Dry cat food,174,166,4.94,2025-08-26 15:48:15
PETDRY25,24,2000,628000,PET PRODUCTS,Dry cat food,314,231,5.4,2025-08-26 15:50:15
PETDRY26,24,500,172000,PET PRODUCTS,Dry cat food,344,335,4.25,2025-08-26 15:51:15
PETDRY27,24,500,118500,PET PRODUCTS,Dry cat food,237,206,4.91,2025-08-26 15:51:15
PETDRY28,24,250,42250,PET PRODUCTS,Dry cat food,169,122,2.17,2025-08-26 15:53:15
PETDRY29,24,500,197500,PET PRODUCTS,Dry cat food,395,298,7.76,2025-08-26 15:55:15
PETDRY30,24,2000,778000,PET PRODUCTS,Dry cat food,389,316,6.62,2025-08-26 15:55:15
PETDRY31,24,500,101500,PET PRODUCTS,Dry cat food,203,170,7.89,2025-08-26 15:47:15
PETDRY32,24,500,134000,PET PRODUCTS,Dry cat food,268,202,9.88,2025-08-26 15:52:15
PETCAT1,24,27,6966,PET PRODUCTS,Cat snacks,258,236,1.86,2025-08-26 15:49:15
PETCAT2,24,37,11470,PET PRODUCTS,Cat snacks,310,258,1.51,2025-08-26 15:51:15
PETCAT3,24,28,4284,PET PRODUCTS,Cat snacks,153,149,1.06,2025-08-26 15:47:15
PETCAT4,24,45,16875,PET PRODUCTS,Cat snacks,375,272,2.03,2025-08-26 15:52:15
PETCAT5,24,119,36057,PET PRODUCTS,Cat snacks,303,281,2.98,2025-08-26 15:48:15
PETCAT6,24,27,6129,PET PRODUCTS,Cat snacks,227,180,2.64,2025-08-26 15:56:15
PETCAT7,24,126,38934,PET PRODUCTS,Cat snacks,309,245,1.08,2025-08-26 15:51:15
PETCAT8,24,138,23874,PET PRODUCTS,Cat snacks,173,152,1.59,2025-08-26 15:53:15
PETCAT9,24,115,21390,PET PRODUCTS,Cat snacks,186,169,1.46,2025-08-26 15:56:15
PETCAT10,24,81,19197,PET PRODUCTS,Cat snacks,237,221,1.59,2025-08-26 15:56:15
PETCAT11,24,118,29146,PET PRODUCTS,Cat snacks,247,189,2.84,2025-08-26 15:47:15
PETCAT12,24,72,10944,PET PRODUCTS,Cat snacks,152,111,2.62,2025-08-26 15:48:15
PETCAT13,24,99,16236,PET PRODUCTS,Cat snacks,164,153,2.01,2025-08-26 15:51:15
PETCAT14,24,89,14240,PET PRODUCTS,Cat snacks,160,148,1.51,2025-08-26 15:50:15
PETCAT15,24,127,30607,PET PRODUCTS,Cat snacks,241,219,1.06,2025-08-26 15:53:15
PETWET1,24,100,22900,PET PRODUCTS,Wet dog food,229,191,2.72,2025-08-26 15:53:15
PETWET2,24,100,41000,PET PRODUCTS,Wet dog food,410,384,2.5,2025-08-26 15:54:15
PETWET3,24,100,21400,PET PRODUCTS,Wet dog food,214,205,1.21,2025-08-26 15:53:15
PETWET4,24,400,142000,PET PRODUCTS,Wet dog food,355,297,1.74,2025-08-26 15:55:15
PETWET5,24,400,176400,PET PRODUCTS,Wet dog food,441,309,2.44,2025-08-26 15:52:15
PETWET6,24,500,196000,PET PRODUCTS,Wet dog food,392,274,2.53,2025-08-26 15:47:15
PETWET7,24,400,99600,PET PRODUCTS,Wet dog food,249,241,2.87,2025-08-26 15:47:15
PETWET8,24,100,34300,PET PRODUCTS,Wet dog food,343,323,1.68,2025-08-26 15:53:15
PETWET9,24,500,155000,PET PRODUCTS,Wet dog food,310,296,2.59,2025-08-26 15:48:15
PETWET10,24,400,84400,PET PRODUCTS,Wet dog food,211,150,2.51,2025-08-26 15:47:15
PETWET11,24,200,66400,PET PRODUCTS,Wet dog food,332,325,2.47,2025-08-26 15:53:15
PETWET12,24,100,47400,PET PRODUCTS,Wet dog food,474,377,1.8,2025-08-26 15:49:15
PETWET13,24,100,30000,PET PRODUCTS,Wet dog food,300,230,2.6,2025-08-26 15:49:15
PETWET14,24,400,138400,PET PRODUCTS,Wet dog food,346,307,2.22,2025-08-26 15:48:15
PETWET15,24,500,174000,PET PRODUCTS,Wet dog food,348,255,1.07,2025-08-26 15:54:15
PETWET16,24,100,38000,PET PRODUCTS,Wet dog food,380,360,1.98,2025-08-26 15:50:15
PETWET17,24,500,246000,PET PRODUCTS,Wet dog food,492,455,2.75,2025-08-26 15:50:15
PETWET18,24,100,34800,PET PRODUCTS,Wet dog food,348,261,2.74,2025-08-26 15:54:15
PETWET19,24,500,207500,PET PRODUCTS,Wet dog food,415,331,2.82,2025-08-26 15:53:15
PETWET20,24,500,145500,PET PRODUCTS,Wet dog food,291,256,2.87,2025-08-26 15:51:15
PETWET21,24,500,165500,PET PRODUCTS,Wet dog food,331,234,2.54,2025-08-26 15:54:15
PETWET22,24,200,58200,PET PRODUCTS,Wet dog food,291,265,2.58,2025-08-26 15:53:15
PETWET23,24,400,119200,PET PRODUCTS,Wet dog food,298,210,1.25,2025-08-26 15:52:15
PETWET24,24,400,111600,PET PRODUCTS,Wet dog food,279,261,1.27,2025-08-26 15:50:15
PETWET25,24,200,89000,PET PRODUCTS,Wet dog food,445,404,2.86,2025-08-26 15:50:15
PETWET26,24,100,46100,PET PRODUCTS,Wet dog food,461,340,2.62,2025-08-26 15:47:15
PETWET27,24,100,46000,PET PRODUCTS,Wet dog food,460,358,1.99,2025-08-26 15:49:15
PETWET28,24,500,227000,PET PRODUCTS,Wet dog food,454,360,2.89,2025-08-26 15:48:15
PETWET29,24,100,20200,PET PRODUCTS,Wet dog food,202,174,2.61,2025-08-26 15:47:15
