shelf_id,aisle,item_weight,shelf_weight,item_category,item_subcategory,item_visibility,maximum_stock,current_stock,item_price,time_stamp
SAUMAY3,19,150,3000,SAUCES,Mayonnaise,0.187867,20,15,3.99,2025-08-25 16:10:36
SAUMAY4,19,150,4200,SAUCES,Mayonnaise,0.074306,28,19,2.81,2025-08-25 16:09:36
SAUMAY5,19,150,5400,SAUCES,Mayonnaise,0.157103,36,25,3.84,2025-08-25 16:03:36
SAUMAY6,19,250,8500,SAUCES,Mayonnaise,0.08967,34,32,2.33,2025-08-25 16:05:36
SAUMAY7,19,500,18000,SAUCES,Mayonnaise,0.139926,36,30,3.68,2025-08-25 16:05:36
SAUMAY8,19,150,3600,SAUCES,Mayonnaise,0.179789,24,19,3.24,2025-08-25 16:08:36
SAUMAY9,19,250,8500,SAUCES,Mayonnaise,0.100317,34,27,2.02,2025-08-25 16:05:36
SAUMAY10,19,150,4050,SAUCES,Mayonnaise,0.064641,27,26,2.38,2025-08-25 16:05:36
SAUMAY11,19,150,5850,SAUCES,Mayonnaise,0.198388,39,29,2.22,2025-08-25 16:07:36
SAUMAY12,19,500,10000,SAUCES,Mayonnaise,0.199492,20,17,3.21,2025-08-25 16:05:36
SAUMAY13,19,500,14000,SAUCES,Mayonnaise,0.118252,28,22,2.52,2025-08-25 16:04:36
SAUMAY14,19,250,5500,SAUCES,Mayonnaise,0.097292,22,18,1.78,2025-08-25 16:01:36
SAUMAY15,19,250,8750,SAUCES,Mayonnaise,0.102433,35,32,3.16,2025-08-25 16:06:36
SAUMAY16,19,250,5750,SAUCES,Mayonnaise,0.154466,23,18,2.59,2025-08-25 16:10:36
SAUMAY17,19,150,5550,SAUCES,Mayonnaise,0.086333,37,29,1.65,2025-08-25 16:01:36
SAUMAY18,19,250,9250,SAUCES,Mayonnaise,0.143629,37,30,3.69,2025-08-25 16:04:36
SAUMAY19,19,500,10000,SAUCES,Mayonnaise,0.106817,20,17,3.4,2025-08-25 16:02:36
SAUMAY20,19,150,4050,SAUCES,Mayonnaise,0.082567,27,22,3.75,2025-08-25 16:01:36
SAUMAY21,19,150,2400,SAUCES,Mayonnaise,0.105833,16,13,2.42,2025-08-25 16:01:36
SAUKET1,19,500,14000,SAUCES,Ketchup,0.084344,28,23,2.13,2025-08-25 16:08:36
SAUKET2,19,500,12500,SAUCES,Ketchup,0.183364,25,24,2.96,2025-08-25 16:05:36
SAUKET3,19,250,6500,SAUCES,Ketchup,0.192218,26,23,2.47,2025-08-25 16:07:36
SAUKET4,19,500,8000,SAUCES,Ketchup,0.156218,16,14,2.61,2025-08-25 16:09:36
SAUKET5,19,500,11500,SAUCES,Ketchup,0.174627,23,20,1.2,2025-08-25 16:01:36
SAUKET6,19,750,20250,SAUCES,Ketchup,0.183606,27,25,1.68,2025-08-25 16:03:36
SAUKET7,19,500,15000,SAUCES,Ketchup,0.08381,30,23,2.1,2025-08-25 16:01:36
SAUKET8,19,500,14500,SAUCES,Ketchup,0.114227,29,26,2.95,2025-08-25 16:03:36
SAUKET9,19,750,28500,SAUCES,Ketchup,0.08727,38,32,2.18,2025-08-25 16:09:36
SAUKET10,19,500,16500,SAUCES,Ketchup,0.196086,33,30,1.01,2025-08-25 16:04:36
SAUKET11,19,250,6250,SAUCES,Ketchup,0.143571,25,24,2.05,2025-08-25 16:01:36
SAUKET12,19,250,9500,SAUCES,Ketchup,0.182979,38,33,2.18,2025-08-25 16:10:36
SAUKET13,19,500,13000,SAUCES,Ketchup,0.125197,26,25,1.89,2025-08-25 16:09:36
SAUMUS1,19,150,2700,SAUCES,Mustard,0.138225,18,13,2.41,2025-08-25 16:09:36
SAUMUS2,19,150,3600,SAUCES,Mustard,0.095781,24,21,1.2,2025-08-25 16:02:36
SAUMUS3,19,250,4500,SAUCES,Mustard,0.141521,18,12,1.31,2025-08-25 16:08:36
SAUMUS4,19,150,1800,SAUCES,Mustard,0.146268,12,11,1.66,2025-08-25 16:05:36
SAUMUS5,19,250,6250,SAUCES,Mustard,0.185793,25,19,1.82,2025-08-25 16:06:36
SAUMUS6,19,250,5500,SAUCES,Mustard,0.191526,22,17,2.37,2025-08-25 16:07:36
SAUMUS7,19,500,14500,SAUCES,Mustard,0.175006,29,22,1.43,2025-08-25 16:01:36
SAUMUS8,19,150,2700,SAUCES,Mustard,0.078778,18,13,1.08,2025-08-25 16:03:36
SAUSAV1,19,400,6400,SAUCES,Savory spreads,0.052745,16,12,4.39,2025-08-25 16:07:36
SAUSAV2,19,200,3000,SAUCES,Savory spreads,0.054864,15,13,2.03,2025-08-25 16:07:36
SAUSAV3,19,100,1100,SAUCES,Savory spreads,0.106436,11,10,4.99,2025-08-25 16:09:36
SAUSAV4,19,100,1400,SAUCES,Savory spreads,0.123671,14,11,4.94,2025-08-25 16:08:36
SAUSAV5,19,100,2000,SAUCES,Savory spreads,0.191274,20,16,2.98,2025-08-25 16:02:36
SAUSAV6,19,100,1900,SAUCES,Savory spreads,0.166655,19,14,2.26,2025-08-25 16:10:36
SAUSAV7,19,400,11200,SAUCES,Savory spreads,0.19868,28,27,3.43,2025-08-25 16:08:36
SAUSAV8,19,400,11600,SAUCES,Savory spreads,0.158531,29,26,4.45,2025-08-25 16:09:36
SAUSAV9,19,400,11600,SAUCES,Savory spreads,0.061095,29,23,3.79,2025-08-25 16:05:36
SAUSAV10,19,100,1500,SAUCES,Savory spreads,0.196544,15,14,3.83,2025-08-25 16:08:36
SAUSAV11,19,400,11200,SAUCES,Savory spreads,0.071753,28,27,2.19,2025-08-25 16:03:36
SAUSAV12,19,200,5600,SAUCES,Savory spreads,0.1345,28,23,2.32,2025-08-25 16:05:36
SAUSAV13,19,400,10000,SAUCES,Savory spreads,0.097122,25,20,2.4,2025-08-25 16:01:36
SAUSAV14,19,100,1800,SAUCES,Savory spreads,0.187158,18,13,3.56,2025-08-25 16:01:36
SAUOTH1,19,250,4250,SAUCES,Other sauces,0.086815,17,15,3.28,2025-08-25 16:03:36
SAUOTH2,19,500,8000,SAUCES,Other sauces,0.146404,16,14,1.99,2025-08-25 16:06:36
SAUOTH3,19,150,3600,SAUCES,Other sauces,0.128736,24,19,1.59,2025-08-25 16:09:36
SAUOTH4,19,150,2700,SAUCES,Other sauces,0.104529,18,17,2.29,2025-08-25 16:06:36
SAUOTH5,19,500,18500,SAUCES,Other sauces,0.162742,37,33,4.56,2025-08-25 16:02:36
SAUOTH6,19,500,19000,SAUCES,Other sauces,0.108404,38,33,4.34,2025-08-25 16:04:36
SAUOTH7,19,500,19000,SAUCES,Other sauces,0.088539,38,28,4.47,2025-08-25 16:04:36
SAUOTH8,19,150,4950,SAUCES,Other sauces,0.194809,33,28,1.56,2025-08-25 16:07:36
SAUOTH9,19,150,2400,SAUCES,Other sauces,0.099316,16,11,4.64,2025-08-25 16:01:36
SAUOTH10,19,150,4050,SAUCES,Other sauces,0.14623,27,24,4.89,2025-08-25 16:08:36
SAUOTH11,19,250,4500,SAUCES,Other sauces,0.102003,18,14,4.25,2025-08-25 16:02:36
SAUOTH12,19,150,3000,SAUCES,Other sauces,0.136861,20,17,3.32,2025-08-25 16:07:36
SAUOTH13,19,250,9250,SAUCES,Other sauces,0.115162,37,29,3.66,2025-08-25 16:02:36
SAUOTH14,19,250,8250,SAUCES,Other sauces,0.140972,33,23,1.6,2025-08-25 16:10:36
SAUOTH15,19,150,2700,SAUCES,Other sauces,0.110857,18,14,1.57,2025-08-25 16:09:36
SAUOTH16,19,250,5500,SAUCES,Other sauces,0.115945,22,18,2.41,2025-08-25 16:10:36
SAUOTH17,19,250,5250,SAUCES,Other sauces,0.082067,21,16,2.25,2025-08-25 16:03:36
SAUOTH18,19,150,4500,SAUCES,Other sauces,0.079492,30,21,2.2,2025-08-25 16:05:36
SAUOTH19,19,250,3750,SAUCES,Other sauces,0.076388,15,12,4.98,2025-08-25 16:05:36
SAUOTH20,19,500,17500,SAUCES,Other sauces,0.071439,35,30,4.28,2025-08-25 16:04:36
SAUOTH21,19,500,12000,SAUCES,Other sauces,0.054779,24,17,3.17,2025-08-25 16:02:36
SAUOTH22,19,250,4500,SAUCES,Other sauces,0.099601,18,13,3.74,2025-08-25 16:07:36
SAUOTH23,19,250,5750,SAUCES,Other sauces,0.113229,23,21,3.62,2025-08-25 16:03:36
SAUOTH24,19,250,4500,SAUCES,Other sauces,0.059366,18,15,4.75,2025-08-25 16:03:36
SAUOTH25,19,500,9500,SAUCES,Other sauces,0.138466,19,14,4.53,2025-08-25 16:06:36
SAUOTH26,19,500,12000,SAUCES,Other sauces,0.166387,24,21,2.1,2025-08-25 16:02:36
SAUOTH27,19,500,8500,SAUCES,Other sauces,0.110877,17,12,3.23,2025-08-25 16:06:36
SAUOTH28,19,500,17000,SAUCES,Other sauces,0.192027,34,26,2.15,2025-08-25 16:01:36
SAUOTH29,19,150,3000,SAUCES,Other sauces,0.110189,20,17,3.04,2025-08-25 16:08:36
SAUOTH30,19,250,5000,SAUCES,Other sauces,0.129974,20,17,2.24,2025-08-25 16:01:36
PASREA1,20,200,7000,PASTA SAUCES,Ready-made sauces,0.099341,35,34,1.94,2025-08-25 16:03:36
PASREA2,20,200,5200,PASTA SAUCES,Ready-made sauces,0.115631,26,21,4.52,2025-08-25 16:08:36
PASREA3,20,750,35250,PASTA SAUCES,Ready-made sauces,0.156524,47,43,1.89,2025-08-25 16:01:36
PASREA4,20,400,10400,PASTA SAUCES,Ready-made sauces,0.186171,26,25,3.67,2025-08-25 16:05:36
PASREA5,20,400,8000,PASTA SAUCES,Ready-made sauces,0.099019,20,17,1.94,2025-08-25 16:08:36
PASREA6,20,400,9200,PASTA SAUCES,Ready-made sauces,0.196808,23,18,4.25,2025-08-25 16:02:36
PASREA7,20,750,17250,PASTA SAUCES,Ready-made sauces,0.126331,23,16,2.5,2025-08-25 16:07:36
PASREA8,20,750,30750,PASTA SAUCES,Ready-made sauces,0.12467,41,37,2.67,2025-08-25 16:01:36
PASREA9,20,200,7800,PASTA SAUCES,Ready-made sauces,0.078002,39,33,4.25,2025-08-25 16:05:36
PASREA10,20,750,23250,PASTA SAUCES,Ready-made sauces,0.075093,31,22,2.07,2025-08-25 16:03:36
PASREA11,20,200,5200,PASTA SAUCES,Ready-made sauces,0.166817,26,22,2.13,2025-08-25 16:02:36
PASREA12,20,750,18000,PASTA SAUCES,Ready-made sauces,0.178871,24,20,1.54,2025-08-25 16:08:36
PASREA13,20,200,5800,PASTA SAUCES,Ready-made sauces,0.171522,29,22,4.14,2025-08-25 16:09:36
PASREA14,20,750,24750,PASTA SAUCES,Ready-made sauces,0.156792,33,23,4.06,2025-08-25 16:07:36
PASREA15,20,750,36000,PASTA SAUCES,Ready-made sauces,0.158239,48,34,1.84,2025-08-25 16:07:36
PASREA16,20,200,9600,PASTA SAUCES,Ready-made sauces,0.097233,48,46,4.41,2025-08-25 16:02:36
PASREA17,20,750,15000,PASTA SAUCES,Ready-made sauces,0.083447,20,18,4.42,2025-08-25 16:03:36
PASREA18,20,400,10000,PASTA SAUCES,Ready-made sauces,0.08242,25,23,3.42,2025-08-25 16:06:36
PASREA19,20,400,19600,PASTA SAUCES,Ready-made sauces,0.090774,49,40,2.72,2025-08-25 16:08:36
PASREA20,20,200,9400,PASTA SAUCES,Ready-made sauces,0.174883,47,35,3.36,2025-08-25 16:05:36
PASREA21,20,400,13200,PASTA SAUCES,Ready-made sauces,0.172696,33,31,3.35,2025-08-25 16:09:36
PASREA22,20,200,4400,PASTA SAUCES,Ready-made sauces,0.147071,22,18,4.34,2025-08-25 16:05:36
PASREA23,20,200,9200,PASTA SAUCES,Ready-made sauces,0.096111,46,41,2.77,2025-08-25 16:02:36
PASREA24,20,400,16000,PASTA SAUCES,Ready-made sauces,0.099496,40,36,3.69,2025-08-25 16:07:36
PASREA25,20,400,17200,PASTA SAUCES,Ready-made sauces,0.076196,43,36,3.78,2025-08-25 16:03:36
PASREA26,20,200,8800,PASTA SAUCES,Ready-made sauces,0.179768,44,40,4.26,2025-08-25 16:07:36
PASREA27,20,400,8800,PASTA SAUCES,Ready-made sauces,0.163872,22,19,3.07,2025-08-25 16:02:36
PASREA28,20,750,18750,PASTA SAUCES,Ready-made sauces,0.102767,25,18,2.05,2025-08-25 16:02:36
PASREA29,20,750,32250,PASTA SAUCES,Ready-made sauces,0.113617,43,37,2.89,2025-08-25 16:01:36
PASREA30,20,750,30750,PASTA SAUCES,Ready-made sauces,0.170891,41,35,3.38,2025-08-25 16:03:36
PASREA31,20,400,18800,PASTA SAUCES,Ready-made sauces,0.073991,47,33,2.86,2025-08-25 16:07:36
PASREA32,20,400,11600,PASTA SAUCES,Ready-made sauces,0.169542,29,23,2.47,2025-08-25 16:03:36
PASREA33,20,750,27750,PASTA SAUCES,Ready-made sauces,0.182996,37,35,2.06,2025-08-25 16:08:36
PASREA34,20,750,20250,PASTA SAUCES,Ready-made sauces,0.061543,27,26,3.3,2025-08-25 16:09:36
PASREA35,20,200,6400,PASTA SAUCES,Ready-made sauces,0.164129,32,26,3.55,2025-08-25 16:03:36
PASREA36,20,750,28500,PASTA SAUCES,Ready-made sauces,0.107416,38,31,4.48,2025-08-25 16:06:36
PASREA37,20,400,9600,PASTA SAUCES,Ready-made sauces,0.175548,24,17,3.47,2025-08-25 16:02:36
PASREA38,20,400,15600,PASTA SAUCES,Ready-made sauces,0.174273,39,31,4.91,2025-08-25 16:03:36
PASREA39,20,200,6600,PASTA SAUCES,Ready-made sauces,0.180226,33,29,3.58,2025-08-25 16:04:36
PASREA40,20,750,27000,PASTA SAUCES,Ready-made sauces,0.161785,36,29,4.85,2025-08-25 16:09:36
PASREA41,20,200,8600,PASTA SAUCES,Ready-made sauces,0.164729,43,36,1.81,2025-08-25 16:03:36
PASREA42,20,750,15000,PASTA SAUCES,Ready-made sauces,0.132543,20,17,4.11,2025-08-25 16:04:36
PASREA43,20,750,16500,PASTA SAUCES,Ready-made sauces,0.187716,22,19,4.26,2025-08-25 16:05:36
PASREA44,20,750,24000,PASTA SAUCES,Ready-made sauces,0.174209,32,24,3.52,2025-08-25 16:09:36
PASREA45,20,750,21750,PASTA SAUCES,Ready-made sauces,0.128918,29,24,2.46,2025-08-25 16:04:36
PASREA46,20,750,25500,PASTA SAUCES,Ready-made sauces,0.122311,34,28,2.78,2025-08-25 16:09:36
PASREA47,20,400,14400,PASTA SAUCES,Ready-made sauces,0.07736,36,34,4.76,2025-08-25 16:09:36
PASREA48,20,200,8200,PASTA SAUCES,Ready-made sauces,0.082684,41,29,4.46,2025-08-25 16:09:36
PASREA49,20,400,10800,PASTA SAUCES,Ready-made sauces,0.149819,27,24,3.09,2025-08-25 16:03:36
PASREA50,20,400,12400,PASTA SAUCES,Ready-made sauces,0.130751,31,23,1.51,2025-08-25 16:09:36
PASREA51,20,200,6600,PASTA SAUCES,Ready-made sauces,0.156108,33,26,1.73,2025-08-25 16:02:36
PASREA52,20,400,19200,PASTA SAUCES,Ready-made sauces,0.168572,48,40,3.33,2025-08-25 16:04:36
PASREA53,20,750,25500,PASTA SAUCES,Ready-made sauces,0.096983,34,25,4.99,2025-08-25 16:04:36
PASREA54,20,750,18750,PASTA SAUCES,Ready-made sauces,0.106637,25,18,3.08,2025-08-25 16:01:36
PASREA55,20,400,16400,PASTA SAUCES,Ready-made sauces,0.140574,41,29,1.67,2025-08-25 16:08:36
PASREA56,20,750,32250,PASTA SAUCES,Ready-made sauces,0.174376,43,42,4.16,2025-08-25 16:09:36
PASREA57,20,750,25500,PASTA SAUCES,Ready-made sauces,0.175031,34,24,2.82,2025-08-25 16:10:36
PASREA58,20,400,16800,PASTA SAUCES,Ready-made sauces,0.131668,42,31,3.71,2025-08-25 16:04:36
PASREA59,20,400,12800,PASTA SAUCES,Ready-made sauces,0.158775,32,26,1.54,2025-08-25 16:07:36
PASREA60,20,750,29250,PASTA SAUCES,Ready-made sauces,0.167701,39,31,4.24,2025-08-25 16:02:36
PASTOM1,20,1000,58000,PASTA SAUCES,Tomato puree,0.152532,58,43,1.99,2025-08-25 16:06:36
PASTOM2,20,400,18000,PASTA SAUCES,Tomato puree,0.068546,45,32,1.32,2025-08-25 16:10:36
PASTOM3,20,400,23200,PASTA SAUCES,Tomato puree,0.121068,58,54,0.85,2025-08-25 16:10:36
PASTOM4,20,700,27300,PASTA SAUCES,Tomato puree,0.104295,39,35,1.8,2025-08-25 16:09:36
PASTOM5,20,400,22400,PASTA SAUCES,Tomato puree,0.180705,56,39,2.27,2025-08-25 16:07:36
PASTOM6,20,700,37800,PASTA SAUCES,Tomato puree,0.093717,54,43,1.13,2025-08-25 16:09:36
PASTOM7,20,1000,58000,PASTA SAUCES,Tomato puree,0.10253,58,50,1.89,2025-08-25 16:04:36
PASTOM8,20,1000,45000,PASTA SAUCES,Tomato puree,0.18404,45,39,0.92,2025-08-25 16:01:36
PASTOM9,20,1000,42000,PASTA SAUCES,Tomato puree,0.144082,42,30,1.15,2025-08-25 16:10:36
PASTOM10,20,400,12400,PASTA SAUCES,Tomato puree,0.133836,31,22,1.72,2025-08-25 16:03:36
PASTOM11,20,700,41300,PASTA SAUCES,Tomato puree,0.110885,59,58,1.11,2025-08-25 16:08:36
PASTOM12,20,700,37100,PASTA SAUCES,Tomato puree,0.124113,53,40,1.24,2025-08-25 16:06:36
PASTOM13,20,700,21000,PASTA SAUCES,Tomato puree,0.185054,30,29,2.26,2025-08-25 16:03:36
PASTOM14,20,700,36400,PASTA SAUCES,Tomato puree,0.059604,52,50,1.21,2025-08-25 16:03:36
PASTOM15,20,700,30100,PASTA SAUCES,Tomato puree,0.090453,43,37,1.94,2025-08-25 16:04:36
PASTOM16,20,400,20800,PASTA SAUCES,Tomato puree,0.066393,52,40,1.98,2025-08-25 16:10:36
PASTOM17,20,1000,32000,PASTA SAUCES,Tomato puree,0.158662,32,29,2.36,2025-08-25 16:03:36
PASTOM18,20,1000,57000,PASTA SAUCES,Tomato puree,0.163047,57,53,1.89,2025-08-25 16:05:36
PASTOM19,20,1000,45000,PASTA SAUCES,Tomato puree,0.08328,45,37,2.23,2025-08-25 16:10:36
PASTOM20,20,400,16800,PASTA SAUCES,Tomato puree,0.183424,42,36,2.44,2025-08-25 16:07:36
PASTOM21,20,1000,49000,PASTA SAUCES,Tomato puree,0.154271,49,39,2.09,2025-08-25 16:03:36
PASTOM22,20,700,35000,PASTA SAUCES,Tomato puree,0.083248,50,44,2.17,2025-08-25 16:02:36
PASTOM23,20,1000,33000,PASTA SAUCES,Tomato puree,0.12016,33,23,2.42,2025-08-25 16:08:36
PASTOM24,20,400,10000,PASTA SAUCES,Tomato puree,0.167298,25,20,1.54,2025-08-25 16:02:36
PASTOM25,20,1000,51000,PASTA SAUCES,Tomato puree,0.109323,51,49,1.84,2025-08-25 16:08:36
PASTOM26,20,1000,41000,PASTA SAUCES,Tomato puree,0.199077,41,39,0.83,2025-08-25 16:10:36
PASTOM27,20,400,18400,PASTA SAUCES,Tomato puree,0.053478,46,34,0.84,2025-08-25 16:04:36
PASTOM28,20,400,14800,PASTA SAUCES,Tomato puree,0.145973,37,29,2.34,2025-08-25 16:01:36
PASTOM29,20,1000,56000,PASTA SAUCES,Tomato puree,0.148803,56,42,2.0,2025-08-25 16:07:36
PASTOM30,20,700,30800,PASTA SAUCES,Tomato puree,0.071534,44,39,1.69,2025-08-25 16:09:36
PASTOM1,20,400,12000,PASTA SAUCES,Tomato pulp,0.070779,30,22,1.58,2025-08-25 16:04:36
PASTOM2,20,500,15500,PASTA SAUCES,Tomato pulp,0.125498,31,23,1.27,2025-08-25 16:04:36
PASTOM3,20,200,7600,PASTA SAUCES,Tomato pulp,0.093743,38,27,1.1,2025-08-25 16:09:36
PASTOM4,20,200,5000,PASTA SAUCES,Tomato pulp,0.055307,25,21,1.3,2025-08-25 16:02:36
PASTOM5,20,200,8000,PASTA SAUCES,Tomato pulp,0.079904,40,35,0.84,2025-08-25 16:02:36
PASTOM6,20,200,7000,PASTA SAUCES,Tomato pulp,0.138078,35,25,0.91,2025-08-25 16:06:36
PASTOM7,20,200,8400,PASTA SAUCES,Tomato pulp,0.135994,42,37,0.82,2025-08-25 16:02:36
PASTOM8,20,400,8000,PASTA SAUCES,Tomato pulp,0.093671,20,16,1.02,2025-08-25 16:01:36
PASTOM9,20,200,5600,PASTA SAUCES,Tomato pulp,0.116117,28,25,0.96,2025-08-25 16:01:36
PASTOM10,20,200,6200,PASTA SAUCES,Tomato pulp,0.09252,31,25,1.93,2025-08-25 16:07:36
PASTOM11,20,500,19500,PASTA SAUCES,Tomato pulp,0.087818,39,33,1.15,2025-08-25 16:10:36
PASTOM12,20,400,14400,PASTA SAUCES,Tomato pulp,0.176653,36,32,1.99,2025-08-25 16:01:36
PASTOM13,20,200,5000,PASTA SAUCES,Tomato pulp,0.132974,25,20,0.97,2025-08-25 16:02:36
PASTOM14,20,200,4200,PASTA SAUCES,Tomato pulp,0.089873,21,19,1.18,2025-08-25 16:03:36
PASTOM15,20,500,16500,PASTA SAUCES,Tomato pulp,0.163416,33,31,1.17,2025-08-25 16:07:36
PASTOM16,20,400,9200,PASTA SAUCES,Tomato pulp,0.109753,23,19,1.91,2025-08-25 16:01:36
PASTOM17,20,400,11200,PASTA SAUCES,Tomato pulp,0.167904,28,26,0.98,2025-08-25 16:04:36
PASTOM18,20,500,13500,PASTA SAUCES,Tomato pulp,0.072162,27,24,1.74,2025-08-25 16:09:36
PASTOM19,20,200,7600,PASTA SAUCES,Tomato pulp,0.131075,38,36,1.52,2025-08-25 16:02:36
PASTOM20,20,400,19200,PASTA SAUCES,Tomato pulp,0.132342,48,43,1.96,2025-08-25 16:04:36
PASTOM21,20,200,7800,PASTA SAUCES,Tomato pulp,0.080637,39,34,1.02,2025-08-25 16:04:36
SPISPI1,21,20,400,SPICES,Spices,0.132316,20,14,3.85,2025-08-25 16:06:36
SPISPI2,21,48,1104,SPICES,Spices,0.15106,23,22,2.28,2025-08-25 16:10:36
SPISPI3,21,30,870,SPICES,Spices,0.066539,29,21,4.69,2025-08-25 16:02:36
SPISPI4,21,29,754,SPICES,Spices,0.099674,26,24,2.43,2025-08-25 16:03:36
SPISPI5,21,22,462,SPICES,Spices,0.119238,21,17,2.81,2025-08-25 16:04:36
SPISPI6,21,30,720,SPICES,Spices,0.059281,24,18,3.65,2025-08-25 16:02:36
SPISPI7,21,16,256,SPICES,Spices,0.140894,16,13,3.15,2025-08-25 16:03:36
SPISPI8,21,17,340,SPICES,Spices,0.162652,20,18,2.78,2025-08-25 16:06:36
SPISPI9,21,13,403,SPICES,Spices,0.103082,31,26,2.57,2025-08-25 16:09:36
SPISPI10,21,30,1110,SPICES,Spices,0.072893,37,26,3.54,2025-08-25 16:10:36
SPISPI11,21,48,1392,SPICES,Spices,0.157898,29,20,1.38,2025-08-25 16:10:36
SPISPI12,21,44,660,SPICES,Spices,0.113524,15,12,3.23,2025-08-25 16:07:36
SPISPI13,21,46,1656,SPICES,Spices,0.147903,36,32,3.17,2025-08-25 16:05:36
SPISPI14,21,37,1073,SPICES,Spices,0.076749,29,21,1.55,2025-08-25 16:10:36
SPISPI15,21,13,286,SPICES,Spices,0.096056,22,19,4.82,2025-08-25 16:02:36
SPISPI16,21,43,946,SPICES,Spices,0.150649,22,15,4.51,2025-08-25 16:09:36
SPISPI17,21,33,1056,SPICES,Spices,0.158086,32,24,4.27,2025-08-25 16:03:36
SPISPI18,21,47,893,SPICES,Spices,0.168512,19,15,4.22,2025-08-25 16:10:36
SPISPI19,21,49,1274,SPICES,Spices,0.166453,26,18,2.59,2025-08-25 16:04:36
SPIHER1,21,47,1363,SPICES,Herbs,0.142924,29,25,3.45,2025-08-25 16:05:36
SPIHER2,21,24,696,SPICES,Herbs,0.19345,29,23,2.12,2025-08-25 16:03:36
SPIHER3,21,21,693,SPICES,Herbs,0.144933,33,30,1.35,2025-08-25 16:04:36
SPIHER4,21,24,720,SPICES,Herbs,0.060454,30,21,3.88,2025-08-25 16:05:36
SPIHER5,21,30,660,SPICES,Herbs,0.185916,22,19,1.5,2025-08-25 16:02:36
SPIHER6,21,25,900,SPICES,Herbs,0.085246,36,31,1.2,2025-08-25 16:05:36
SPIHER7,21,13,338,SPICES,Herbs,0.199691,26,24,3.32,2025-08-25 16:02:36
SPIHER8,21,38,1406,SPICES,Herbs,0.085209,37,26,2.99,2025-08-25 16:01:36
SPIHER9,21,18,630,SPICES,Herbs,0.065537,35,34,2.97,2025-08-25 16:05:36
SPIHER10,21,16,288,SPICES,Herbs,0.087576,18,16,1.24,2025-08-25 16:03:36
SPIHER11,21,13,247,SPICES,Herbs,0.188861,19,14,3.7,2025-08-25 16:04:36
SPIHER12,21,20,760,SPICES,Herbs,0.100928,38,27,1.61,2025-08-25 16:08:36
SPIHER13,21,37,925,SPICES,Herbs,0.153027,25,21,2.18,2025-08-25 16:05:36
SPIHER14,21,39,585,SPICES,Herbs,0.104738,15,13,1.86,2025-08-25 16:08:36
SPIHER15,21,11,308,SPICES,Herbs,0.172912,28,27,1.84,2025-08-25 16:03:36
SPIHER16,21,30,750,SPICES,Herbs,0.145253,25,20,1.8,2025-08-25 16:06:36
SPIHER17,21,27,405,SPICES,Herbs,0.130047,15,13,2.98,2025-08-25 16:09:36
SPIHER18,21,18,432,SPICES,Herbs,0.163844,24,17,1.18,2025-08-25 16:02:36
SPIHER19,21,35,910,SPICES,Herbs,0.160682,26,20,1.48,2025-08-25 16:05:36
SPIHER20,21,12,360,SPICES,Herbs,0.109052,30,23,3.66,2025-08-25 16:01:36
SPIHER21,21,40,760,SPICES,Herbs,0.138695,19,17,2.39,2025-08-25 16:02:36
SPIFLA1,21,112,3136,SPICES,Flavorings,0.131226,28,22,1.28,2025-08-25 16:04:36
SPIFLA2,21,83,1162,SPICES,Flavorings,0.079884,14,12,2.53,2025-08-25 16:06:36
SPIFLA3,21,118,1416,SPICES,Flavorings,0.167009,12,10,2.08,2025-08-25 16:09:36
SPIFLA4,21,52,1196,SPICES,Flavorings,0.19616,23,19,2.69,2025-08-25 16:09:36
SPIFLA5,21,52,572,SPICES,Flavorings,0.084286,11,8,2.47,2025-08-25 16:10:36
SPIFLA6,21,137,3014,SPICES,Flavorings,0.076616,22,15,2.81,2025-08-25 16:09:36
SPIFLA7,21,94,2538,SPICES,Flavorings,0.169774,27,25,2.09,2025-08-25 16:05:36
SPIFLA8,21,58,1624,SPICES,Flavorings,0.096581,28,19,1.73,2025-08-25 16:02:36
SPIFLA9,21,114,1938,SPICES,Flavorings,0.072491,17,14,2.31,2025-08-25 16:10:36
SPIFLA10,21,75,1875,SPICES,Flavorings,0.103185,25,18,1.99,2025-08-25 16:01:36
SPIFLA11,21,75,1350,SPICES,Flavorings,0.120377,18,16,2.72,2025-08-25 16:07:36
SPIFLA12,21,59,1416,SPICES,Flavorings,0.17989,24,22,2.76,2025-08-25 16:02:36
SPIFLA13,21,113,2712,SPICES,Flavorings,0.120865,24,21,2.26,2025-08-25 16:09:36
SPIFLA14,21,172,1720,SPICES,Flavorings,0.128014,10,9,1.5,2025-08-25 16:08:36
SPIFLA15,21,123,3567,SPICES,Flavorings,0.094851,29,21,2.75,2025-08-25 16:08:36
SPIFLA16,21,96,1344,SPICES,Flavorings,0.111472,14,13,1.66,2025-08-25 16:04:36
VINWHI1,22,500,14000,VINEGAR AND OIL,White vinegar,0.171886,28,26,2.49,2025-08-25 16:07:36
VINWHI2,22,750,18750,VINEGAR AND OIL,White vinegar,0.189793,25,20,2.35,2025-08-25 16:10:36
VINWHI3,22,750,17250,VINEGAR AND OIL,White vinegar,0.192388,23,17,2.43,2025-08-25 16:07:36
VINWHI4,22,750,25500,VINEGAR AND OIL,White vinegar,0.173679,34,26,1.15,2025-08-25 16:09:36
