Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,initial_stock,current_stock
FDC22,6.89,0.136314863,Snack Foods,195.1,95,47
NCX17,21.25,0.114246019,Health and Hygiene,231.2,51,22
FDV35,19.5,0.128728258,Breads,155.3,168,5
FDK15,10.8,0.098395216,Meat,100.8,136,120
FDF57,11.68809968,0.102999154,Fruits and Vegetables,169.9,143,94
FDC34,11.68809968,0.302478871,Snack Foods,155.5,52,46
FDY08,9.395,0.286344848,Fruits and Vegetables,139.2,160,104
FDV50,14.3,0.123264522,Dairy,123.3,50,29
FDO25,6.3,0.127647181,Canned,207.9,154,139
FDR14,11.68809968,0.173206192,Dairy,53.3,71,34
FDP27,8.155,0.119937231,Meat,189.2,191,70
FDW26,11.8,0.107223632,Dairy,223.6,183,103
FDP27,11.68809968,0.118872194,Meat,188.4,114,88
DRM49,6.11,0.151827552,Soft Drinks,43,70,5
FDI15,13.8,0.141325834,Dairy,265.1,53,0
FDH47,13.5,0.128791854,Starchy Foods,95.4,180,109
NCT54,8.695,0.119436131,Household,94.7,162,111
DRN11,7.85,0.163310805,Hard Drinks,143.5,79,67
FDS26,20.35,0.149753132,Dairy,259.8,80,28
DRD25,6.135,0.132183029,Soft Drinks,115.1,69,37
DRI39,11.68809968,0.096592065,Dairy,54.9,103,91
FDX11,16,0.106663245,Baking Goods,179.8,175,149
NCT29,11.68809968,0.112249603,Health and Hygiene,123.3,64,7
FDS07,12.35,0.100322104,Fruits and Vegetables,113.8,200,62
FDC35,7.435,0.123338082,Starchy Foods,206.2,106,95
FDU47,12.8,0.114085368,Breads,141.4,128,17
FDZ26,11.6,0.144241314,Dairy,239.4,63,12
FDT14,10.695,0.12770295,Dairy,139.6,140,138
FDC56,7.72,0.121497742,Fruits and Vegetables,119.7,63,38
FDA45,21.25,0.155250377,Snack Foods,175.7,148,116
FDR51,9.035,0.174450933,Meat,151.1,82,16
FDF56,16.7,0.199955274,Fruits and Vegetables,182.4,50,50
DRN37,9.6,0.096217262,Soft Drinks,168.5,83,13
FDA47,10.5,0.116673795,Baking Goods,161.7,68,56
FDU24,11.68809968,0.245407386,Baking Goods,92.8,53,28
FDC11,20.5,0.141674844,Starchy Foods,90.7,126,5
FDY38,13.6,0.119361718,Dairy,231.6,107,56
FDF56,11.68809968,0.118883724,Fruits and Vegetables,180.4,186,131
FDI15,13.8,0.141352562,Dairy,264.2,152,138
FDI40,11.5,0.126114605,Frozen Foods,99.3,116,108
FDN46,7.21,0.144511119,Snack Foods,100.5,165,118
FDB41,19,0.097294728,Frozen Foods,47.8,197,91
FDI22,11.68809968,0.095746519,Snack Foods,208.7,169,10
FDN33,6.305,0.123307177,Snack Foods,93.5,71,7
FDZ31,11.68809968,0.112668963,Fruits and Vegetables,191.1,161,113
DRM48,15.2,0.113072194,Soft Drinks,35.9,124,58
FDY22,16.5,0.159720671,Snack Foods,144.5,185,148
FDC08,11.68809968,0.102949031,Fruits and Vegetables,225.3,192,64
FDM27,12.35,0.158715731,Meat,157.3,81,23
FDV21,11.5,0.171779865,Snack Foods,126.1,116,29
FDN22,18.85,0.138868769,Snack Foods,251.9,53,39
FDV04,7.825,0.251094747,Frozen Foods,156.6,79,56
NCC54,17.75,0.097862839,Health and Hygiene,239.3,62,15
FDH56,0,0.11173569,Fruits and Vegetables,115.9,70,16
FDU51,20.2,0.096495426,Meat,175.6,90,58
NCE30,0,0.173574402,Household,214.1,170,30
DRH51,17.6,0.097367722,Dairy,89.4,68,63
FDI12,9.395,0.100555034,Baking Goods,88.9,97,47
FDT14,0,0.127108578,Dairy,120.7,135,22
NCQ43,17.75,0.11147467,Others,108.1,112,69
FDG08,0,0.289522833,Fruits and Vegetables,172.1,197,157
FDR25,17,0.139521931,Canned,266.9,86,54
FDK24,9.195,0.101294945,Baking Goods,46.3,80,6
NCN06,8.39,0.120474481,Household,165.6,123,119
FDP27,8.155,0.119351235,Meat,190.2,195,111
FDE11,17.7,0.226122963,Starchy Foods,185.8,156,105
FDR19,13.5,0.159720671,Fruits and Vegetables,147.6,152,97
FDJ04,18,0.124348482,Frozen Foods,118.3,159,11
FDI52,18.7,0.104658344,Frozen Foods,121.2,69,59
FDR14,11.65,0.174049032,Dairy,52.9,188,51
NCP14,8.275,0.110739031,Household,103.3,135,71
NCA30,19,0.129226104,Household,190.6,93,79
FDJ10,5.095,0.129479176,Snack Foods,139.8,131,124
FDR11,10.5,0.142759833,Breads,159.4,113,28
NCY54,8.43,0.177694846,Household,171.1,171,162
FDP26,7.785,0.139552827,Dairy,105.6,136,59
FDX40,12.85,0.099553084,Frozen Foods,40,114,28
FDX45,11.68809968,0.18358896,Snack Foods,154.7,104,30
FDE29,8.905,0.143010016,Frozen Foods,61.7,123,76
FDE44,14.65,0.17138805,Fruits and Vegetables,50.8,166,75
FDU33,11.68809968,0.235859408,Snack Foods,46.1,178,60
FDW08,12.1,0.148612263,Fruits and Vegetables,104.5,186,1
NCT30,9.1,0.134393836,Household,48.1,144,120
FDP24,20.6,0.13893181,Baking Goods,119.6,194,58
NCO06,19.25,0.107940533,Household,35.6,148,39
FDE29,11.68809968,0.142436015,Frozen Foods,62.4,161,31
FDN49,17.25,0.125200788,Breakfast,41.6,101,37
FDD50,18.85,0.141862435,Canned,171,195,91
FDI32,17.7,0.174644552,Fruits and Vegetables,113.3,82,78
FDA51,8.05,0.164679597,Dairy,112.2,53,22
FDG57,14.7,0.121012632,Fruits and Vegetables,49.4,136,87
NCK29,5.615,0.125964559,Health and Hygiene,124.8,124,12
NCL29,9.695,0.190711254,Health and Hygiene,159.2,58,20
FDJ16,9.195,0.115064263,Frozen Foods,58.6,113,53
FDF52,9.3,0.11178154,Frozen Foods,182.3,79,75
FDL20,17.1,0.129140919,Fruits and Vegetables,109.5,185,127
FDS23,11.68809968,0.246678647,Breads,129.8,182,12
FDT49,7,0.151712642,Canned,104.8,125,38
FDD47,7.6,0.238366442,Starchy Foods,171.8,178,22
FDJ44,11.68809968,0.105812357,Fruits and Vegetables,175,64,13
DRI49,14.15,0.184254826,Soft Drinks,82.4,138,23
FDZ13,7.84,0.153494979,Canned,48.9,177,33
FDX43,5.655,0.142732848,Fruits and Vegetables,168,75,50
FDZ08,12.5,0.110163385,Fruits and Vegetables,83.7,110,85
FDS12,9.1,0.174085625,Baking Goods,124.6,172,137
FDB41,19,0.097510482,Frozen Foods,48.2,116,71
FDJ16,9.195,0.114885647,Frozen Foods,59.6,199,148
FDE59,12.15,0.104257037,Starchy Foods,34.1,75,36
NCF30,17,0.126440335,Household,125.2,132,6
FDP49,0,0.120965853,Breakfast,55.9,157,89
NCM06,7.475,0.126752975,Household,154.3,160,12
FDV23,11,0.1062679,Breads,123.2,109,79
FDN56,0,0.106538757,Fruits and Vegetables,145.5,88,29
FDC46,17.7,0.116542484,Snack Foods,182.6,172,158
DRA59,0,0.127308434,Soft Drinks,186.7,85,4
FDQ52,17,0.119362409,Frozen Foods,249.4,70,31
FDH28,15.85,0.110010191,Frozen Foods,38.9,167,15
FDQ56,6.59,0.176748258,Fruits and Vegetables,82.8,97,72
FDP10,19,0.128349909,Snack Foods,106.6,75,21
FDG45,8.1,0.128760294,Fruits and Vegetables,213.8,85,63
DRE37,13.5,0.094603404,Soft Drinks,187.1,177,171
NCH07,13.15,0.155105614,Household,157.3,198,39
FDN57,0,0.094957079,Snack Foods,143.5,195,36
FDA45,21.25,0.155694794,Snack Foods,177.6,64,15
FDP27,11.68809968,0.20914265,Meat,191,128,42
DRG36,14.15,0.095298849,Soft Drinks,171.8,183,62
FDC32,18.35,0.099090261,Fruits and Vegetables,94,77,14
FDI05,8.35,0.127066966,Frozen Foods,76.5,185,171
FDG33,5.365,0.141033536,Seafood,173.7,198,136
FDO39,6.985,0.13725257,Meat,183.8,169,64
FDW07,18,0.143495952,Fruits and Vegetables,88.8,137,43
FDM27,11.68809968,0.157701958,Meat,158.8,80,19
FDA10,20.35,0.142618182,Snack Foods,123.2,96,69
FDA31,7.1,0.110234793,Fruits and Vegetables,171.7,83,73
NCM05,6.825,0.100171568,Health and Hygiene,262.7,51,47
FDP08,20.5,0.112410046,Fruits and Vegetables,192.2,155,122
DRD15,10.6,0.095064731,Dairy,232.5,143,79
NCS30,5.945,0.155706798,Household,128,121,99
NCL31,7.39,0.120961347,Others,143.8,101,5
FDV31,9.8,0.178622919,Fruits and Vegetables,177.9,184,82
DRK59,8.895,0.126287542,Hard Drinks,235.6,196,30
DRJ24,11.8,0.11350542,Soft Drinks,186.9,139,65
FDN49,17.25,0.125224466,Breakfast,41.2,141,17
FDV38,19.25,0.101980245,Dairy,54.4,192,27
FDU13,8.355,0.188619537,Canned,146.4,127,123
DRA59,11.68809968,0.223985293,Soft Drinks,186.3,174,67
FDW40,14,0.105145451,Frozen Foods,144.3,191,113
FDG45,8.1,0.128011859,Fruits and Vegetables,211,180,172
NCC18,19.1,0.178272728,Household,172.4,99,57
NCU54,8.88,0.099024124,Household,208.5,142,128
FDN56,5.46,0.107057186,Fruits and Vegetables,145,173,38
FDY56,11.68809968,0.109274313,Fruits and Vegetables,225.3,103,86
FDB35,11.68809968,0.113139486,Starchy Foods,93,183,105
FDX33,9.195,0.117387066,Snack Foods,160.3,200,0
NCT54,8.695,0.120022543,Household,94.8,127,74
NCW54,7.5,0.096413261,Household,55.4,127,87
FDI22,12.6,0.096756649,Snack Foods,208.8,69,13
FDS04,10.195,0.147492524,Frozen Foods,141.6,140,59
FDH28,15.85,0.110479217,Frozen Foods,36.8,148,129
FDI22,12.6,0.096132367,Snack Foods,209,105,38
DRM37,0,0.168780127,Soft Drinks,197.9,51,50
FDX40,12.85,0.099193899,Frozen Foods,38.1,154,109
DRF01,5.655,0.174934513,Soft Drinks,145,161,18
FDA40,16,0.09942555,Frozen Foods,87.1,73,61
FDC46,17.7,0.117201696,Snack Foods,184,158,70
FDD04,0,0.157528118,Dairy,142.9,117,75
FDZ59,6.63,0.174110803,Baking Goods,166.9,163,110
FDO24,0,0.175362333,Baking Goods,159,133,132
FDJ10,5.095,0.129766301,Snack Foods,141.7,98,71
FDR44,0,0.102422487,Fruits and Vegetables,131.5,81,77
FDG21,17.35,0.146527359,Seafood,147.9,110,60
NCO06,0,0.107507291,Household,34.9,178,99
FDR27,15.1,0.096295326,Meat,133.5,151,70
FDZ12,9.17,0.103398309,Baking Goods,143.9,84,6
FDJ20,20.7,0.16767231,Fruits and Vegetables,124.2,100,49
FDC46,17.7,0.116723677,Snack Foods,182.4,94,45
FDQ34,10.85,0.162107603,Snack Foods,106.4,126,95
FDJ58,15.6,0.105208448,Snack Foods,170.6,162,71
FDY12,9.8,0.14118383,Baking Goods,50.5,114,75
FDP58,11.1,0.135692831,Snack Foods,220,63,9
FDC41,0,0.116347087,Frozen Foods,76.9,142,141
FDY07,11.8,0.12150063,Fruits and Vegetables,46.8,180,72
FDF41,11.68809968,0.130544568,Frozen Foods,248,73,68
DRF23,4.61,0.122629121,Hard Drinks,175.4,114,64
NCP14,8.275,0.110913601,Household,106.3,187,184
FDK44,11.68809968,0.121635591,Fruits and Vegetables,175.5,62,61
DRA59,8.27,0.128449055,Soft Drinks,186.6,191,19
DRG03,14.5,0.103752817,Dairy,155.2,149,43
FDC22,6.89,0.136428395,Snack Foods,194,187,61
FDW57,8.31,0.116331694,Snack Foods,176.9,200,106
FDM34,19,0.112893408,Snack Foods,131.1,148,124
FDU28,11.68809968,0.164438907,Frozen Foods,188.4,104,44
FDQ52,17,0.120060274,Frozen Foods,246.5,112,10
NCX29,10,0.149223055,Health and Hygiene,145.8,120,71
FDH47,13.5,0.129016487,Starchy Foods,98.4,148,87
FDO27,6.175,0.179355893,Meat,94.2,115,45
FDS11,11.68809968,0.097275777,Breads,223.9,128,111
FDF41,12.15,0.131714183,Frozen Foods,245.8,122,80
DRM23,16.6,0.135944247,Hard Drinks,172,96,31
FDN38,11.68809968,0.161030847,Canned,251.2,130,97
DRG36,11.68809968,0.094916347,Soft Drinks,172.3,175,4
FDH50,15,0.16143544,Canned,185.1,101,62
NCG43,11.68809968,0.129983688,Household,93,195,28
FDO20,12.85,0.152001201,Fruits and Vegetables,252.3,195,47
NCQ29,11.68809968,0.182493512,Health and Hygiene,258.8,72,15
FDW33,9.395,0.099274694,Snack Foods,104.5,189,152
FDS35,9.3,0.111673587,Breads,65.8,200,71
FDN60,15.1,0.095351065,Baking Goods,158.7,70,28
FDS07,12.35,0.099757833,Fruits and Vegetables,114,113,51
NCJ17,7.68,0.153177941,Health and Hygiene,85.2,121,45
FDY15,18.25,0.17179432,Dairy,154.7,179,152
FDF41,12.15,0.131179812,Frozen Foods,245.2,118,105
FDE56,17.25,0.159165324,Fruits and Vegetables,63.4,117,22
FDC56,7.72,0.122015744,Fruits and Vegetables,121.7,196,161
FDI32,17.7,0.174340475,Fruits and Vegetables,116.7,177,93
FDI02,15.7,0.11454343,Canned,113.7,156,113
FDW26,11.8,0.107057186,Dairy,224.2,158,33
NCX05,15.2,0.097043739,Health and Hygiene,116.8,121,31
FDQ15,20.35,0.150947728,Meat,81,152,116
FDQ14,11.68809968,0.10818157,Dairy,149.6,190,28
DRJ24,11.8,0.113790879,Soft Drinks,185.4,114,8
DRM49,6.11,0.152813518,Soft Drinks,45.6,183,38
FDW13,8.5,0.098083231,Canned,50.3,161,134
FDS57,15.5,0.103442268,Snack Foods,144.8,128,109
DRG36,14.15,0.095360186,Soft Drinks,172.3,175,68
FDE51,5.925,0.096387053,Dairy,45.6,170,135
FDX36,9.695,0.128176489,Baking Goods,224.8,136,95
FDF56,16.7,0.119647957,Fruits and Vegetables,181,97,17
FDW07,18,0.238831875,Fruits and Vegetables,88.3,137,101
FDP37,15.6,0.143688905,Breakfast,128.2,117,109
FDJ44,12.3,0.106542886,Fruits and Vegetables,173.2,150,81
FDY38,0,0.208662546,Dairy,231.8,66,48
FDF02,16.2,0.104058452,Canned,102.5,87,15
FDT49,0,0.150672399,Canned,104.7,187,20
FDA09,13.35,0.149598628,Snack Foods,179.5,103,9
FDS55,0,0.142107998,Fruits and Vegetables,150.4,183,105
FDN01,8.895,0.121180705,Breakfast,177,183,131
FDT34,9.3,0.174703862,Snack Foods,104.1,101,43
FDA52,0,0.127800388,Frozen Foods,177,64,7
NCC18,19.1,0.296713665,Household,171.8,117,110
FDP39,12.65,0.116203156,Meat,53.5,161,116
FDR48,11.65,0.131394793,Baking Goods,151.9,153,125
FDW13,8.5,0.163838951,Canned,51.3,56,54
FDN24,14.1,0.11349714,Baking Goods,56.2,100,18
FDD46,6.035,0.14113846,Snack Foods,155.1,107,63
FDF46,0,0.164006137,Snack Foods,113.3,158,39
NCE43,12.5,0.17314115,Household,168.4,160,50
FDY50,5.8,0.130955811,Dairy,90.3,80,8
NCE31,7.67,0.185130961,Household,32.9,141,55
FDI32,17.7,0.174228338,Fruits and Vegetables,117.2,155,80
NCY17,18.2,0.1630653,Health and Hygiene,43.3,62,39
FDU59,5.78,0.096306016,Breads,162,195,171
FDI32,0,0.305305397,Fruits and Vegetables,116.7,168,142
DRZ11,8.85,0.112571187,Soft Drinks,122,190,69
FDS57,0,0.102941345,Snack Foods,142,164,127
FDH48,13.5,0.101231721,Baking Goods,86.3,106,60
FDR25,0,0.138846289,Canned,263.8,175,79
FDV21,11.5,0.171050595,Snack Foods,126.4,103,89
FDP27,8.155,0.199935881,Meat,188.5,182,120
FDB12,11.15,0.105471384,Baking Goods,105.9,68,22
NCF30,17,0.126758324,Household,124.5,126,76
DRC27,13.8,0.097251621,Dairy,245.8,118,46
FDT01,13.65,0.184454044,Canned,211.5,93,16
FDZ09,17.6,0.105042025,Snack Foods,163.9,87,56
FDN49,17.25,0.125734578,Breakfast,41.7,111,53
FDC22,6.89,0.136705075,Snack Foods,194.9,71,51
NCB43,20.2,0.100319317,Household,188.7,122,21
FDS23,4.635,0.14086247,Breads,126.5,174,82
FDS13,6.465,0.208397715,Canned,265.3,54,38
FDL09,11.68809968,0.127416049,Snack Foods,167.5,103,98
FDS12,9.1,0.291438755,Baking Goods,126.8,135,77
FDJ58,15.6,0.176244038,Snack Foods,173.7,52,47
FDM46,7.365,0.160216552,Snack Foods,93.5,87,65
FDR44,6.11,0.103080901,Fruits and Vegetables,131.3,191,109
FDW28,18.25,0.148673586,Frozen Foods,197.2,191,51
FDA45,21.25,0.156012631,Snack Foods,177.3,122,102
FDC50,11.68809968,0.135836915,Canned,93.8,87,13
FDX32,15.1,0.100060762,Fruits and Vegetables,144.1,174,62
FDQ15,20.35,0.151308326,Meat,81.7,119,70
FDL12,15.85,0.121609722,Baking Goods,60.2,114,27
FDT49,7,0.151376958,Canned,108.2,74,45
DRF51,15.75,0.166513779,Dairy,38.1,65,27
FDP37,15.6,0.143915417,Breakfast,127.6,64,1
FDT60,11.68809968,0.132275338,Baking Goods,123.8,180,126
FDA09,13.35,0.149338159,Snack Foods,178.7,86,16
NCU06,11.68809968,0.13027716,Household,228,174,58
FDN13,18.6,0.152294691,Breakfast,98.9,162,131
FDZ49,11.68809968,0.132500853,Canned,220.4,50,12
NCL31,7.39,0.120258245,Others,141.5,120,81
NCU18,0,0.097768728,Household,142.4,152,130
FDJ58,0,0.104786172,Snack Foods,172.3,68,36
FDV60,20.2,0.117839328,Baking Goods,195.2,101,96
FDH45,0,0.185008985,Fruits and Vegetables,42.4,167,104
FDB03,17.75,0.156701315,Dairy,240.8,156,23
FDN22,18.85,0.139087683,Snack Foods,251.8,104,71
FDW38,5.325,0.138679995,Dairy,53.7,63,34
FDP34,0,0.240268248,Snack Foods,156.5,62,1
FDA09,13.35,0.149974858,Snack Foods,179.8,133,32
FDW33,9.395,0.099101845,Snack Foods,105.8,139,75
FDL56,14.1,0.125675936,Fruits and Vegetables,86.9,76,76
FDF08,14.3,0.109144085,Fruits and Vegetables,88.3,138,137
FDR21,19.7,0.112036236,Snack Foods,174.9,186,80
FDQ01,19.7,0.161610636,Canned,255.2,90,61
FDF47,20.85,0.097770004,Starchy Foods,222.9,97,42
DRO59,0,0.094817105,Hard Drinks,77.9,61,4
DRG36,14.15,0.095378221,Soft Drinks,170.5,187,120
NCF30,17,0.126220187,Household,126.7,55,8
FDT36,12.3,0.111274591,Baking Goods,35.1,90,76
DRI49,14.15,0.183472595,Soft Drinks,82,55,51
NCF30,17,0.211306673,Household,125.1,179,22
FDZ33,10.195,0.107307677,Snack Foods,149.8,64,29
NCL31,7.39,0.120524922,Others,142.2,194,170
FDH47,13.5,0.129077455,Starchy Foods,95.2,65,20
FDY03,0,0.133279499,Meat,112.6,134,42
NCJ17,7.68,0.152429537,Health and Hygiene,85.5,59,8
FDX03,11.68809968,0.106971167,Meat,44.8,187,134
FDB21,7.475,0.149125615,Fruits and Vegetables,241.7,187,15
FDB41,11.68809968,0.170382726,Frozen Foods,45.3,68,22
FDV10,11.68809968,0.116793684,Snack Foods,41,117,57
FDM27,12.35,0.158337479,Meat,158,91,86
FDW40,14,0.105125569,Frozen Foods,143.3,189,30
FDM58,16.85,0.133385398,Snack Foods,109.9,195,120
FDL20,17.1,0.128614205,Fruits and Vegetables,111.7,200,68
FDV28,16.1,0.160379061,Frozen Foods,33.7,133,133
FDD46,6.035,0.141542481,Snack Foods,153.2,183,114
FDI44,16.1,0.100149459,Fruits and Vegetables,78.4,102,64
FDH50,15,0.162348584,Canned,185.9,147,58
FDY21,15.1,0.173833129,Snack Foods,196.5,91,27
FDG21,11.68809968,0.256152243,Seafood,151,79,17
FDI15,13.8,0.141234932,Dairy,263.8,58,23
FDC47,15,0.19899855,Snack Foods,226.6,83,76
NCI17,11.68809968,0.142728113,Health and Hygiene,95.1,137,137
DRJ24,11.8,0.189689886,Soft Drinks,184.4,194,6
FDC47,15,0.119374946,Snack Foods,229.4,99,36
FDR27,11.68809968,0.095635061,Meat,130.8,125,95
FDS33,11.68809968,0.216107535,Snack Foods,86.9,95,44
FDS35,9.3,0.111127966,Breads,63.2,95,85
DRP47,15.75,0.140603316,Hard Drinks,252.8,175,15
FDM36,11.68809968,0.102830104,Baking Goods,172.6,66,13
FDA31,7.1,0.110633958,Fruits and Vegetables,173.8,115,10
FDQ11,11.68809968,0.118535581,Breads,256.4,153,86
FDU33,7.63,0.134684292,Snack Foods,47,54,33
FDD51,11.68809968,0.210021713,Dairy,44.3,172,103
FDT19,7.59,0.14526636,Fruits and Vegetables,172.9,174,140
DRM49,6.11,0.152262171,Soft Drinks,44.4,161,43
FDL32,15.7,0.204984538,Fruits and Vegetables,111.1,65,27
FDC44,15.6,0.173573164,Fruits and Vegetables,114.5,130,15
FDA46,13.6,0.11830085,Snack Foods,196.2,140,49
NCL18,18.85,0.167552202,Household,193.1,184,114
FDJ45,0,0.128532558,Seafood,34.2,185,155
FDH27,7.075,0.097660814,Dairy,141.8,121,67
FDU52,0,0.111654545,Frozen Foods,157.1,145,91
DRJ01,6.135,0.115265695,Soft Drinks,160.5,160,120
NCY54,0,0.176834351,Household,172.1,131,15
FDD58,0,0.103918113,Snack Foods,100.7,87,52
DRE01,10.1,0.279783532,Soft Drinks,241.9,103,53
FDS23,4.635,0.140889111,Breads,127.1,125,48
FDG33,5.365,0.140811559,Seafood,173.6,64,35
NCC19,6.57,0.096880574,Household,191.5,165,61
FDT49,7,0.151405587,Canned,107.7,58,19
FDW13,8.5,0.097803261,Canned,50.5,57,25
NCG30,0,0.196659953,Household,125.8,159,55
FDS15,9.195,0.130657442,Meat,106.5,196,119
NCX17,21.25,0.113833823,Health and Hygiene,232.8,100,89
NCJ17,7.68,0.152865879,Health and Hygiene,84.9,80,21
NCJ18,0,0.163148041,Household,116.6,151,119
FDP08,20.5,0.112638016,Fruits and Vegetables,195.5,52,8
FDV01,19.2,0.142189843,Canned,153.8,148,68
FDB15,10.895,0.137584599,Dairy,262.3,132,97
FDL32,0,0.214423791,Fruits and Vegetables,111.7,92,1
FDI22,0,0.168455549,Snack Foods,211.1,78,52
FDC34,16,0.173027688,Snack Foods,155.3,59,54
FDW51,6.155,0.095045476,Meat,213.5,189,6
FDV60,11.68809968,0.205484395,Baking Goods,198,95,76
FDE11,11.68809968,0.23653561,Starchy Foods,184.2,79,19
FDN24,14.1,0.11326743,Baking Goods,54.6,143,74
DRY23,9.395,0.109713464,Soft Drinks,41.3,81,66
FDM01,7.895,0.094952408,Breakfast,101.1,96,58
FDG33,5.365,0.140123575,Seafood,139.1,137,2
NCQ18,15.75,0.135836828,Household,100.4,112,55
NCA06,20.5,0.143506376,Household,34.7,180,78
FDV26,11.68809968,0.133347119,Dairy,193.1,72,16
FDJ04,18,0.124428516,Frozen Foods,119.9,123,111
FDE28,9.5,0.221856492,Frozen Foods,231.9,99,51
FDZ49,11,0.133352623,Canned,219.8,173,6
NCP29,8.42,0.187918654,Health and Hygiene,65.4,62,47
FDV47,0,0.094910421,Breads,84.6,175,132
FDD45,8.615,0.116722514,Fruits and Vegetables,95.4,78,53
FDP26,0,0.244338986,Dairy,105.9,170,60
FDX10,6.385,0.123710526,Snack Foods,37.2,139,108
FDZ60,20.5,0.119547387,Baking Goods,109,182,15
FDU07,0,0.104784329,Fruits and Vegetables,150.4,197,194
NCV18,6.775,0.105459307,Household,84.6,127,122
FDT56,16,0.116063284,Fruits and Vegetables,59.1,158,46
FDW51,6.155,0.094807042,Meat,213.4,63,47
FDS47,16.75,0.128778474,Breads,89.2,185,120
NCX17,21.25,0.114066204,Health and Hygiene,233,97,63
FDI12,9.395,0.10039894,Baking Goods,89.7,190,49
DRH51,17.6,0.097135675,Dairy,89.4,73,40
FDG08,13.15,0.165616415,Fruits and Vegetables,172.7,128,21
NCZ54,0,0.145951533,Household,161,100,53
FDJ16,9.195,0.115535487,Frozen Foods,59.5,52,4
NCB31,6.235,0.118674359,Household,261.7,177,144
FDX27,20.7,0.114022125,Dairy,92.9,168,100
FDR27,15.1,0.096020459,Meat,133.8,107,77
FDT49,7,0.15202235,Canned,106.6,174,40
DRH01,11.68809968,0.097429924,Soft Drinks,172.9,162,91
FDJ36,14.5,0.128520186,Baking Goods,101.4,104,94
FDG32,19.85,0.17635245,Fruits and Vegetables,220.9,168,162
FDT01,13.65,0.184167712,Canned,213.8,169,167
FDV28,11.68809968,0.158954903,Frozen Foods,35,129,21
FDU59,11.68809968,0.095919472,Breads,162.7,91,47
FDV21,11.5,0.286357776,Snack Foods,124,70,52
FDQ36,7.855,0.161798604,Baking Goods,37.3,59,28
FDH12,0,0.148742896,Baking Goods,107.1,106,9
FDP33,0,0.156304192,Snack Foods,256.4,105,17
NCU54,8.88,0.098603729,Household,210.7,87,79
NCX05,15.2,0.097457483,Health and Hygiene,114.4,135,48
FDW07,0,0.141997869,Fruits and Vegetables,90.6,162,70
FDR44,6.11,0.103503049,Fruits and Vegetables,129.7,161,157
FDP26,7.785,0.140342195,Dairy,105.6,103,18
NCE55,0,0.12929931,Household,178.2,95,54
FDU27,18.6,0.17133418,Meat,48.8,53,22
FDY01,11.8,0.170977155,Canned,117.1,111,71
FDT24,12.35,0.311090379,Baking Goods,79.2,173,20
FDZ59,0,0.103517853,Baking Goods,165,177,25
FDD14,20.7,0.170072462,Canned,183.8,161,27
FDP34,12.85,0.137441201,Snack Foods,157.7,134,39
FDN46,7.21,0.144924795,Snack Foods,100.8,53,18
FDY32,0,0.226284381,Fruits and Vegetables,163.2,114,28
NCP29,8.42,0.112177581,Health and Hygiene,65.9,111,19
DRE60,9.395,0.159304333,Soft Drinks,226.2,139,19
FDX55,0,0.096658404,Fruits and Vegetables,216.9,169,73
NCK29,5.615,0.12574524,Health and Hygiene,122.5,179,139
FDY15,0,0.170000805,Dairy,156,186,119
NCW05,20.25,0.148302815,Health and Hygiene,108.4,94,24
NCJ18,12.35,0.163941937,Household,117,195,152
FDP22,14.65,0.099692906,Snack Foods,51,161,3
DRF51,15.75,0.166174549,Dairy,37.5,91,3
FDD51,11.15,0.119930029,Dairy,44.3,90,8
FDE51,11.68809968,0.096000183,Dairy,43.7,138,25
FDX45,16.75,0.105068444,Snack Foods,156.7,91,78
NCB55,15.7,0.16098885,Household,57.9,84,70
FDZ59,6.63,0.104445322,Baking Goods,167.3,116,31
FDV28,16.1,0.159728395,Frozen Foods,34.4,90,75
FDZ12,9.17,0.102893121,Baking Goods,141.9,148,98
FDD33,12.85,0.108102606,Fruits and Vegetables,233.4,99,51
FDS33,6.67,0.12332588,Snack Foods,90.3,153,126
FDP08,20.5,0.112584813,Fruits and Vegetables,192,135,31
NCF30,17,0.126244059,Household,124.6,128,8
FDD56,15.2,0.104365283,Fruits and Vegetables,177.1,94,77
FDY50,5.8,0.13169655,Dairy,89.4,196,12
NCR38,11.68809968,0.19875618,Household,250.8,155,123
FDO24,11.1,0.176215665,Baking Goods,158.9,194,171
FDC45,17,0.136008489,Fruits and Vegetables,171.7,171,95
FDU27,18.6,0.17174348,Meat,48.8,126,82
FDV15,10.3,0.146767897,Meat,102.4,105,29
FDI22,12.6,0.09619424,Snack Foods,210.9,161,143
FDD26,11.68809968,0.1263349,Canned,184.1,142,139
FDQ47,7.155,0.281509514,Breads,33.9,90,73
FDI21,5.59,0.094741514,Snack Foods,63.1,55,1
FDK16,9.065,0.115563679,Frozen Foods,96,147,17
FDL25,6.92,0.131458247,Breakfast,90.6,122,12
FDG08,13.15,0.165221717,Fruits and Vegetables,172.1,90,23
FDI22,12.6,0.096212432,Snack Foods,207.3,58,37
FDU47,12.8,0.190569038,Breads,138.8,57,11
FDR60,0,0.129783577,Baking Goods,78.2,153,59
NCJ17,7.68,0.153419412,Health and Hygiene,86.4,62,59
NCQ18,15.75,0.13504726,Household,98.6,68,0
FDS02,10.195,0.146094132,Dairy,196.2,147,42
FDC32,0,0.173527068,Fruits and Vegetables,92,145,54
FDS23,4.635,0.141686037,Breads,127,98,39
