Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,initial_stock,current_stock
DRG36,14.15,0.095298849,Soft Drinks,171.8,507,181
DRL47,19.7,0.038736781,Hard Drinks,127.4,528,80
NCA05,11.68809968,0.044000492,Health and Hygiene,148.3,1635,273
FDL38,13.8,0.014720848,Canned,89.9,1446,275
FDC32,18.35,0.099090261,Fruits and Vegetables,94.0,630,464
NCI06,11.3,0.047814463,Household,179.3,687,207
FDI05,8.35,0.127066966,Frozen Foods,76.5,1208,1062
FDR52,12.65,0.076474728,Frozen Foods,191.9,1998,1971
FDU26,16.7,0.042860026,Dairy,120.4,1887,287
FDG33,5.365,0.141033536,Seafood,173.7,1727,1147
FDE38,6.52,0.044607161,Canned,164.3,711,282
FDI35,14.0,0.041283361,Starchy Foods,182.5,775,179
FDN23,6.575,0.075444922,Breads,146.0,1596,1120
NCP54,15.35,0.035143024,Household,124.4,742,190
FDO39,6.985,0.13725257,Meat,183.8,1625,1097
NCT17,10.8,0.041831008,Health and Hygiene,186.6,1486,446
NCK30,14.85,0.060967038,Household,254.4,1184,784
FDM24,11.68809968,0.078943221,Baking Goods,152.7,670,496
FDA35,14.85,0.053837561,Baking Goods,120.8,1152,560
NCM07,9.395,0.039928582,Others,83.3,687,483
FDD09,13.5,0.021617996,Fruits and Vegetables,179.7,1964,848
FDW07,18.0,0.143495952,Fruits and Vegetables,88.8,1609,721
FDM27,11.68809968,0.157701958,Meat,158.8,1999,115
NCY53,20.0,0.058719568,Health and Hygiene,111.1,551,534
FDA10,20.35,0.142618182,Snack Foods,123.2,610,97
DRB24,8.785,0.020573334,Soft Drinks,156.5,1376,1351
NCN53,11.68809968,0.030208465,Health and Hygiene,35.5,1566,406
FDA31,7.1,0.110234793,Fruits and Vegetables,171.7,710,312
FDE24,14.85,0.093991286,Baking Goods,141.0,1723,693
FDA04,11.3,0.067001825,Frozen Foods,259.2,1357,1171
FDV26,20.25,0.076314907,Dairy,196.8,1126,494
FDF40,11.68809968,0.022403117,Dairy,250.9,1549,947
FDH34,11.68809968,0.030944666,Snack Foods,186.7,798,22
FDO16,5.48,0.02528802,Frozen Foods,83.3,1600,1128
FDZ43,11.0,0.057058545,Fruits and Vegetables,241.8,1423,557
DRJ51,14.1,0.0,Dairy,232.0,636,592
NCL07,11.68809968,0.05486977,Others,40.5,1543,940
FDU58,6.61,0.029006239,Snack Foods,186.1,939,658
FDI26,5.94,0.034880143,Canned,177.9,710,221
FDG24,7.975,0.014713909,Baking Goods,83.1,1251,854
NCM19,12.65,0.047237246,Others,112.5,934,14
NCO29,11.15,0.032306341,Health and Hygiene,166.4,1279,890
NCM05,6.825,0.100171568,Health and Hygiene,262.7,1730,1656
NCE07,8.18,0.013130031,Household,142.6,938,77
FDR10,17.6,0.010096684,Snack Foods,160.5,1165,806
FDO12,15.75,0.055015935,Baking Goods,194.3,1565,1264
FDC17,12.15,0.015460726,Frozen Foods,211.9,910,17
FDF34,9.3,0.02346559,Snack Foods,197.6,1305,767
FDO22,13.5,0.017932223,Snack Foods,78.8,1109,453
FDT52,9.695,0.047420609,Frozen Foods,246.0,926,442
FDR24,11.68809968,0.062547321,Baking Goods,88.4,1798,927
FDP08,20.5,0.112410046,Fruits and Vegetables,192.2,1971,276
FDF39,14.85,0.019511288,Dairy,262.6,1401,1050
NCQ06,13.0,0.041789718,Household,256.1,1441,513
FDR04,7.075,0.022548195,Frozen Foods,95.7,1241,463
FDQ32,17.85,0.046599684,Fruits and Vegetables,125.1,1892,806
DRD15,10.6,0.095064731,Dairy,232.5,1743,823
FDB02,9.695,0.029283081,Canned,175.1,1755,362
NCS18,12.65,0.042383069,Household,108.1,827,382
NCS30,5.945,0.155706798,Household,128.0,1966,750
FDN15,17.5,0.016767995,Meat,141.4,551,524
NCL31,7.39,0.120961347,Others,143.8,875,381
FDV31,9.8,0.178622919,Fruits and Vegetables,177.9,762,183
FDF38,11.8,0.02633607,Canned,40.6,766,193
DRK59,8.895,0.126287542,Hard Drinks,235.6,858,461
DRJ24,11.8,0.11350542,Soft Drinks,186.9,1840,55
FDW51,11.68809968,0.094201477,Meat,213.4,1847,1253
FDN49,17.25,0.125224466,Breakfast,41.2,1151,488
FDE20,11.35,0.005561798,Fruits and Vegetables,168.4,1944,1051
FDV38,19.25,0.101980245,Dairy,54.4,545,183
FDH60,19.7,0.081193712,Baking Goods,198.4,1099,40
NCD55,14.0,0.024369007,Household,40.2,1219,1003
FDU13,8.355,0.188619537,Canned,146.4,1792,259
FDZ07,15.1,0.094037291,Fruits and Vegetables,62.3,1100,440
FDY13,12.1,0.030188505,Canned,77.4,880,855
FDP56,8.185,0.046578409,Fruits and Vegetables,48.7,617,83
DRA59,11.68809968,0.223985293,Soft Drinks,186.3,615,45
FDY40,15.5,0.085763562,Frozen Foods,49.1,759,439
FDW40,14.0,0.105145451,Frozen Foods,144.3,1598,1542
NCW17,18.0,0.019382568,Health and Hygiene,129.4,804,437
DRN37,9.6,0.0,Soft Drinks,166.5,506,135
FDZ19,11.68809968,0.093002339,Fruits and Vegetables,177.8,865,182
FDW34,9.6,0.035549527,Snack Foods,244.1,1022,708
FDC28,11.68809968,0.054720642,Frozen Foods,107.8,1871,1195
FDB29,16.7,0.052708138,Frozen Foods,114.7,1961,908
FDE26,9.3,0.089144149,Canned,145.0,1738,860
FDG45,8.1,0.128011859,Fruits and Vegetables,211.0,928,787
NCC18,19.1,0.178272728,Household,172.4,1290,589
NCU54,8.88,0.099024124,Household,208.5,1246,955
FDF26,6.825,0.046898544,Canned,153.8,866,689
FDX52,11.5,0.041994624,Frozen Foods,194.8,812,538
FDR04,7.075,0.022694623,Frozen Foods,98.8,1037,707
NCP06,20.7,0.039467795,Household,151.7,1420,1300
FDN25,7.895,0.061270647,Breakfast,56.8,1577,1553
NCH42,6.86,0.036686158,Household,229.6,1990,294
FDO46,9.6,0.014200671,Snack Foods,187.2,1364,52
NCG54,12.1,0.079806266,Household,172.1,1687,805
FDU07,11.1,0.059797172,Fruits and Vegetables,151.8,1281,51
DRJ11,9.5,0.0,Hard Drinks,191.0,833,727
FDH10,21.0,0.049381666,Snack Foods,193.0,1297,71
FDN56,5.46,0.107057186,Fruits and Vegetables,145.0,847,27
FDY56,11.68809968,0.109274313,Fruits and Vegetables,225.3,772,468
NCQ53,17.6,0.018889593,Health and Hygiene,236.3,1462,763
NCN54,20.35,0.021369722,Household,75.8,1219,885
NCC43,7.39,0.092927148,Household,249.5,1937,911
FDB35,11.68809968,0.113139486,Starchy Foods,93.0,999,546
FDX33,9.195,0.117387066,Snack Foods,160.3,1616,1424
NCT06,17.1,0.038730229,Household,166.3,1184,200
FDM50,13.0,0.030211742,Canned,59.3,578,465
FDC37,15.5,0.032924463,Baking Goods,107.3,1121,559
NCT54,8.695,0.120022543,Household,94.8,1740,378
FDG34,11.68809968,0.037388493,Snack Foods,107.8,1446,1200
NCW54,7.5,0.096413261,Household,55.4,857,51
FDZ46,7.485,0.069405301,Snack Foods,112.1,1117,78
NCK19,9.8,0.090649107,Others,194.3,1006,384
NCQ05,11.395,0.021649904,Health and Hygiene,150.9,1704,833
NCE54,20.7,0.02689477,Household,76.7,1075,1031
FDH17,16.2,0.016679232,Frozen Foods,96.4,1769,1237
FDB23,11.68809968,0.00978492,Starchy Foods,225.9,743,24
DRL49,13.15,0.056429024,Soft Drinks,144.3,1005,449
FDT03,21.25,0.009998763,Meat,182.4,921,767
FDW59,13.15,0.020757926,Breads,84.4,1843,754
NCB18,19.6,0.041374909,Household,89.3,1610,1480
FDI22,12.6,0.096756649,Snack Foods,208.8,716,460
FDZ50,12.8,0.079523619,Dairy,181.8,1801,197
FDS14,7.285,0.0,Dairy,155.1,1508,1117
NCN19,13.1,0.012167988,Others,190.3,1692,436
FDG46,8.63,0.032976399,Snack Foods,114.7,829,526
FDS04,10.195,0.147492524,Frozen Foods,141.6,1149,689
FDM58,16.85,0.0,Snack Foods,110.1,1964,1401
FDB60,9.3,0.028566433,Baking Goods,193.0,890,586
FDH28,15.85,0.110479217,Frozen Foods,36.8,880,103
NCU53,5.485,0.042838514,Health and Hygiene,163.8,1829,1829
FDL44,18.25,0.012264903,Fruits and Vegetables,162.9,1241,626
FDI22,12.6,0.096132367,Snack Foods,209.0,1319,1062
DRM37,0.0,0.168780127,Soft Drinks,197.9,1172,457
FDX40,12.85,0.099193899,Frozen Foods,38.1,1012,363
DRG15,6.13,0.076721393,Dairy,59.5,1448,134
FDV19,0.0,0.06173052,Fruits and Vegetables,159.2,1711,373
DRF01,5.655,0.174934513,Soft Drinks,145.0,1429,1255
NCV54,11.1,0.0,Household,119.1,1412,38
FDO21,11.6,0.009802791,Snack Foods,223.0,1143,818
FDA40,16.0,0.09942555,Frozen Foods,87.1,926,46
FDE59,12.15,0.062384659,Starchy Foods,34.7,1001,35
FDX47,6.55,0.034745307,Breads,158.8,1229,94
FDW34,9.6,0.035579135,Snack Foods,244.4,1783,984
NCM30,19.1,0.067569539,Household,43.1,570,360
FDA02,14.0,0.029697925,Dairy,143.1,977,524
FDV19,14.85,0.03525037,Fruits and Vegetables,161.0,1701,1169
FDT48,4.92,0.045916788,Baking Goods,198.8,956,916
FDD09,13.5,0.021539999,Fruits and Vegetables,182.5,688,367
FDZ25,15.7,0.027673055,Canned,169.3,790,64
NCE19,8.97,0.092997032,Household,55.3,1419,1251
DRE25,15.35,0.073283193,Soft Drinks,91.8,791,753
FDC14,0.0,0.041049322,Canned,41.2,1255,815
FDO15,0.0,0.008525061,Meat,72.5,1806,1578
FDC46,17.7,0.117201696,Snack Foods,184.0,876,755
NCX42,6.36,0.005977465,Household,163.4,1679,180
FDK52,0.0,0.0,Frozen Foods,225.3,1007,500
FDD04,0.0,0.157528118,Dairy,142.9,1936,596
FDF12,8.235,0.082427854,Baking Goods,149.3,1027,786
NCL41,12.35,0.041802518,Health and Hygiene,34.8,1878,1558
NCW41,18.0,0.015450376,Health and Hygiene,159.0,1058,626
FDO60,20.0,0.057527544,Baking Goods,43.1,1710,1458
FDZ55,6.055,0.025512207,Fruits and Vegetables,159.7,1554,1122
FDZ59,6.63,0.174110803,Baking Goods,166.9,759,615
FDO24,0.0,0.175362333,Baking Goods,159.0,920,371
FDW14,8.3,0.038367194,Dairy,87.1,803,562
FDD40,20.25,0.014781046,Dairy,193.8,1441,1385
FDJ38,8.6,0.040268044,Canned,191.5,1562,111
NCO54,19.5,0.014355033,Household,55.5,1041,452
FDJ10,5.095,0.129766301,Snack Foods,141.7,1801,755
FDK27,11.0,0.008997141,Meat,120.0,1726,1192
FDR09,18.25,0.07784544,Snack Foods,260.6,1589,583
FDO60,20.0,0.0,Baking Goods,43.4,607,138
FDX50,0.0,0.074265816,Dairy,109.5,767,230
FDR44,0.0,0.102422487,Fruits and Vegetables,131.5,721,238
FDD17,7.5,0.032811503,Frozen Foods,239.7,1613,983
FDI60,7.22,0.038477325,Baking Goods,63.0,1192,252
FDH31,12.0,0.020411155,Meat,98.6,754,435
FDL50,12.15,0.042552418,Canned,123.5,1978,1942
FDO21,11.6,0.009818244,Snack Foods,223.1,752,560
FDW12,8.315,0.035572183,Baking Goods,144.4,756,421
FDT15,12.15,0.04274788,Meat,183.7,882,302
FDV25,5.905,0.04572322,Canned,222.1,941,71
DRH13,8.575,0.023934398,Soft Drinks,105.8,1098,221
FDG21,17.35,0.146527359,Seafood,147.9,1613,1100
NCI55,18.6,0.012651172,Household,123.1,889,61
NCO06,0.0,0.107507291,Household,34.9,1081,805
FDR27,15.1,0.096295326,Meat,133.5,1567,124
FDA22,0.0,0.0,Starchy Foods,167.5,1097,740
FDS03,7.825,0.079613553,Meat,65.1,518,160
FDZ12,9.17,0.103398309,Baking Goods,143.9,1624,540
FDJ20,20.7,0.16767231,Fruits and Vegetables,124.2,1106,625
FDV09,12.1,0.020551458,Snack Foods,146.7,1880,1614
FDW09,13.65,0.025961116,Snack Foods,80.4,532,105
FDS36,8.38,0.046960237,Baking Goods,111.9,1752,1154
FDY19,19.75,0.041533438,Fruits and Vegetables,119.8,1361,775
DRC49,8.67,0.065436581,Soft Drinks,142.9,654,1
FDN12,15.6,0.08126841,Baking Goods,110.3,1946,232
FDJ03,12.35,0.072689818,Dairy,48.8,1404,368
FDC46,17.7,0.116723677,Snack Foods,182.4,1769,1274
FDM02,12.5,0.074035423,Canned,87.9,904,832
FDV20,20.2,0.059751638,Fruits and Vegetables,129.2,1343,1131
NCH07,13.15,0.092854963,Household,158.8,1684,1299
FDL28,0.0,0.0,Frozen Foods,230.1,1246,179
FDJ46,0.0,0.044606379,Snack Foods,174.2,1640,292
FDQ34,10.85,0.162107603,Snack Foods,106.4,770,583
NCD42,0.0,0.0,Health and Hygiene,37.4,1269,794
FDO34,17.7,0.030060895,Snack Foods,166.5,671,174
FDX60,14.35,0.081050006,Baking Goods,79.2,773,122
FDZ28,20.0,0.051783761,Frozen Foods,125.9,758,226
FDT36,12.3,0.0,Baking Goods,37.3,1658,443
FDL24,10.3,0.024998007,Baking Goods,174.4,921,812
FDJ58,15.6,0.105208448,Snack Foods,170.6,1944,427
FDY12,9.8,0.14118383,Baking Goods,50.5,1709,1106
FDP58,11.1,0.135692831,Snack Foods,220.0,863,764
FDC41,0.0,0.116347087,Frozen Foods,76.9,877,657
FDY07,11.8,0.12150063,Fruits and Vegetables,46.8,1079,631
FDN08,7.72,0.088864488,Fruits and Vegetables,119.3,1390,64
FDJ53,0.0,0.070912843,Frozen Foods,121.5,1221,427
FDX04,19.6,0.041571557,Frozen Foods,49.9,1719,617
FDZ19,6.425,0.093454899,Fruits and Vegetables,175.4,1380,924
FDB45,20.85,0.021329793,Fruits and Vegetables,105.5,1621,811
NCF54,18.0,0.079299474,Household,170.5,1104,106
FDX21,7.05,0.085138334,Snack Foods,108.7,521,261
FDA50,16.25,0.087175137,Dairy,98.3,1973,1944
DRH39,20.7,0.093214498,Dairy,74.7,1695,1182
FDA38,5.44,0.025458716,Dairy,241.3,882,264
NCP30,20.5,0.032741422,Household,40.5,633,467
FDW19,12.35,0.038560279,Fruits and Vegetables,109.9,1949,1225
FDF41,11.68809968,0.130544568,Frozen Foods,248.0,1548,154
DRF23,4.61,0.122629121,Hard Drinks,175.4,1002,12
NCP14,8.275,0.110913601,Household,106.3,1708,1320
FDK44,11.68809968,0.121635591,Fruits and Vegetables,175.5,1608,895
DRA59,8.27,0.128449055,Soft Drinks,186.6,643,497
FDC28,7.905,0.055098434,Frozen Foods,109.2,1935,1620
NCO53,16.2,0.0,Health and Hygiene,182.2,723,244
FDY55,11.68809968,0.0,Fruits and Vegetables,258.4,719,299
NCS54,13.6,0.010013429,Household,176.4,678,361
NCM07,9.395,0.040187877,Others,85.7,932,353
FDQ19,7.35,0.024044279,Fruits and Vegetables,241.1,764,520
FDS40,15.35,0.014007727,Frozen Foods,38.3,1453,385
FDC14,14.5,0.041214746,Canned,42.0,928,758
FDR12,12.6,0.031663212,Baking Goods,173.3,915,311
FDM60,10.8,0.0,Baking Goods,39.3,1976,413
FDG26,18.85,0.042716162,Canned,257.8,1226,714
NCL55,12.15,0.06479182,Others,254.0,696,592
FDO21,11.6,0.009761175,Snack Foods,226.9,1576,1379
NCG18,15.3,0.02295878,Household,101.6,979,524
FDA27,20.35,0.030927632,Dairy,256.9,1966,838
DRG03,14.5,0.103752817,Dairy,155.2,1853,15
FDC22,6.89,0.136428395,Snack Foods,194.0,1774,992
FDC21,14.6,0.071904258,Fruits and Vegetables,106.8,1389,1068
FDN50,16.85,0.026627857,Canned,93.7,1424,1344
DRF27,8.93,0.028393624,Dairy,153.4,622,325
FDW57,8.31,0.116331694,Snack Foods,176.9,1910,147
FDM34,19.0,0.112893408,Snack Foods,131.1,1862,354
FDZ39,11.68809968,0.017937483,Meat,103.5,1277,1259
FDU28,11.68809968,0.164438907,Frozen Foods,188.4,847,702
FDQ27,5.19,0.044252621,Meat,102.6,528,104
FDQ52,17.0,0.120060274,Frozen Foods,246.5,1474,395
FDT51,11.65,0.010909704,Meat,110.9,534,445
NCI30,20.25,0.059055045,Household,247.3,1919,605
NCX29,10.0,0.149223055,Health and Hygiene,145.8,1122,850
FDX38,11.68809968,0.084404264,Dairy,49.5,1817,441
FDO08,11.1,0.054079556,Fruits and Vegetables,166.0,1088,872
FDM15,11.8,0.057655493,Meat,152.6,1872,666
FDW22,9.695,0.030413777,Snack Foods,221.3,1670,1051
FDT08,13.65,0.049496899,Fruits and Vegetables,151.5,1590,793
FDS32,17.75,0.029653914,Fruits and Vegetables,140.6,1403,474
NCI06,11.3,0.047912071,Household,179.9,1019,627
FDR21,11.68809968,0.066611321,Snack Foods,178.2,621,304
FDD05,19.35,0.016611475,Frozen Foods,122.0,839,745
FDZ02,6.905,0.03822479,Dairy,99.9,674,404
FDH47,13.5,0.129016487,Starchy Foods,98.4,1096,501
FDM58,16.85,0.080141165,Snack Foods,111.5,950,347
FDG09,20.6,0.0480335,Fruits and Vegetables,188.3,1056,1017
FDO27,6.175,0.179355893,Meat,94.2,1659,569
FDI41,18.5,0.062510529,Frozen Foods,146.8,1539,694
FDK34,13.35,0.038519399,Snack Foods,236.9,1856,1360
NCX54,11.68809968,0.047827139,Household,105.4,1718,25
FDL14,8.115,0.032208865,Canned,155.0,508,467
FDA13,15.85,0.078874948,Canned,37.5,833,408
FDS11,11.68809968,0.097275777,Breads,223.9,1856,1100
FDT43,16.35,0.020664178,Fruits and Vegetables,50.8,1516,216
FDR07,21.35,0.078060605,Fruits and Vegetables,96.0,826,327
FDF41,12.15,0.131714183,Frozen Foods,245.8,514,22
DRM23,16.6,0.135944247,Hard Drinks,172.0,1338,669
FDO52,11.6,0.077478931,Frozen Foods,170.3,725,717
FDD10,20.6,0.046114018,Snack Foods,178.2,1948,309
FDN38,11.68809968,0.161030847,Canned,251.2,1931,598
FDE17,20.1,0.054455495,Frozen Foods,149.5,612,266
FDZ03,13.65,0.0,Dairy,186.0,1951,1438
FDD03,13.3,0.080257683,Dairy,232.6,500,133
NCW18,11.68809968,0.059037538,Household,237.7,765,266
DRG36,11.68809968,0.094916347,Soft Drinks,172.3,1731,1356
FDT43,16.35,0.034393057,Fruits and Vegetables,50.8,1451,1022
NCU17,5.32,0.093261677,Health and Hygiene,101.0,1892,1803
FDH50,15.0,0.16143544,Canned,185.1,805,449
FDU57,8.27,0.089479661,Snack Foods,148.7,511,52
FDA56,11.68809968,0.008722342,Fruits and Vegetables,123.5,1868,1634
FDZ15,13.1,0.020988798,Dairy,117.8,1988,1270
FDY51,12.5,0.081260969,Meat,221.8,1891,1059
DRF03,19.1,0.045308131,Dairy,42.5,1436,1424
NCV06,11.3,0.06705851,Household,194.0,919,27
FDA21,13.65,0.035930784,Snack Foods,184.5,1388,219
NCQ53,11.68809968,0.018813776,Health and Hygiene,235.3,670,405
NCO29,11.68809968,0.032099989,Health and Hygiene,164.2,633,613
FDT26,18.85,0.06823032,Dairy,121.0,1464,270
FDI21,5.59,0.056592115,Snack Foods,65.0,1950,1759
NCI55,18.6,0.012643035,Household,119.8,1548,791
FDZ04,9.31,0.063529046,Frozen Foods,63.8,1713,1534
FDL27,6.17,0.010630949,Meat,66.0,1664,962
FDS45,5.175,0.029490377,Snack Foods,107.7,1157,833
NCG43,11.68809968,0.129983688,Household,93.0,1838,316
FDU28,19.2,0.094300933,Frozen Foods,187.5,1967,1613
FDO20,12.85,0.152001201,Fruits and Vegetables,252.3,1842,1320
NCG55,16.25,0.039113587,Household,116.0,1964,337
NCM42,6.13,0.02848169,Household,110.5,1615,1330
NCG07,12.3,0.05271592,Household,189.7,678,427
NCQ29,11.68809968,0.182493512,Health and Hygiene,258.8,1579,350
NCV05,10.1,0.050562853,Health and Hygiene,153.4,1678,510
NCO02,11.15,0.07366703,Others,66.2,610,524
FDH19,19.35,0.03322326,Meat,139.1,636,491
DRG13,17.25,0.037396492,Soft Drinks,165.7,731,593
FDI57,19.85,0.054015429,Seafood,196.4,1491,8
FDX51,9.5,0.02210346,Meat,194.7,967,496
FDW33,9.395,0.099274694,Snack Foods,104.5,1231,560
DRE12,4.59,0.070721656,Soft Drinks,113.3,980,820
FDY31,5.98,0.043554614,Fruits and Vegetables,148.2,1591,439
FDR31,6.46,0.04923932,Fruits and Vegetables,144.4,1313,791
FDS55,7.02,0.08114883,Fruits and Vegetables,146.9,1772,1761
DRL60,8.52,0.027054244,Soft Drinks,151.6,1493,1131
FDW55,12.6,0.036773101,Fruits and Vegetables,250.3,822,244
FDT11,5.94,0.049163321,Breads,186.5,1421,1278
FDO50,16.25,0.078168739,Canned,91.4,1403,32
FDD28,10.695,0.05337973,Frozen Foods,56.8,1955,1046
FDN28,5.88,0.030418998,Frozen Foods,103.1,1105,844
FDS35,9.3,0.111673587,Breads,65.8,928,565
FDB38,19.5,0.027341529,Canned,158.3,1792,48
FDT07,5.82,0.077634044,Fruits and Vegetables,256.4,647,461
FDC53,8.68,0.008835694,Frozen Foods,96.5,1641,589
NCT41,15.7,0.055990291,Health and Hygiene,153.2,1349,335
FDR40,11.68809968,0.00799548,Frozen Foods,78.6,866,357
FDH32,12.8,0.076369874,Fruits and Vegetables,97.2,1349,1145
FDN60,15.1,0.095351065,Baking Goods,158.7,1589,1467
FDR33,7.31,0.026783871,Snack Foods,108.2,1312,358
FDB59,11.68809968,0.01520491,Snack Foods,197.2,1893,1625
FDS07,12.35,0.099757833,Fruits and Vegetables,114.0,674,345
FDD02,16.6,0.0,Canned,117.3,1087,192
FDH05,14.35,0.090896452,Frozen Foods,231.3,994,415
FDR04,7.075,0.022602061,Frozen Foods,98.1,1472,1400
DRJ47,18.25,0.044250304,Hard Drinks,174.7,1637,1486
FDW50,13.1,0.075885921,Dairy,165.1,1634,755
NCJ17,7.68,0.153177941,Health and Hygiene,85.2,1962,1684
FDH60,19.7,0.0,Baking Goods,197.9,1670,1169
DRL60,8.52,0.027114238,Soft Drinks,152.0,534,477
FDS32,17.75,0.049634572,Fruits and Vegetables,140.3,1498,827
FDM58,11.68809968,0.0,Snack Foods,112.3,1832,889
FDK10,5.785,0.040587146,Snack Foods,180.4,1037,652
NCS30,5.945,0.093008616,Household,127.9,1249,407
FDY15,18.25,0.17179432,Dairy,154.7,1537,285
FDC53,8.68,0.008828341,Frozen Foods,99.9,873,850
FDK45,11.65,0.033858187,Seafood,113.4,1056,110
FDH26,19.25,0.034841089,Canned,141.1,1951,619
NCW06,16.2,0.08425957,Household,192.3,732,49
FDV37,13.0,0.083444376,Canned,195.8,1204,1037
FDB52,17.75,0.030497325,Dairy,257.0,1062,587
FDF41,12.15,0.131179812,Frozen Foods,245.2,1438,595
FDA39,6.32,0.012737719,Meat,38.6,1386,1366
FDE56,17.25,0.159165324,Fruits and Vegetables,63.4,1225,669
FDC56,7.72,0.122015744,Fruits and Vegetables,121.7,1963,1309
FDT26,18.85,0.068091318,Dairy,139.6,1798,313
FDR21,19.7,0.067314073,Snack Foods,175.1,575,296
FDC14,14.5,0.041249072,Canned,40.5,938,605
FDI32,17.7,0.174340475,Fruits and Vegetables,116.7,1198,568
FDI02,15.7,0.11454343,Canned,113.7,1812,1187
FDE22,9.695,0.029693277,Snack Foods,159.8,1414,831
FDW26,11.8,0.107057186,Dairy,224.2,1390,609
FDA36,11.68809968,0.009921107,Baking Goods,183.7,1191,15
NCS06,11.68809968,0.031583053,Household,261.0,752,343
NCX05,15.2,0.097043739,Health and Hygiene,116.8,1649,1101
FDU19,8.77,0.046762633,Fruits and Vegetables,170.8,1700,1369
FDA49,19.7,0.064909488,Canned,88.5,1560,71
NCZ42,10.5,0.011305479,Household,235.5,909,269
FDX32,15.1,0.0,Fruits and Vegetables,146.3,626,286
FDR01,5.405,0.053576661,Canned,200.6,1691,65
FDQ15,20.35,0.150947728,Meat,81.0,1091,879
FDQ14,11.68809968,0.10818157,Dairy,149.6,793,67
FDS56,5.785,0.038749536,Fruits and Vegetables,262.0,1866,1216
DRJ24,11.8,0.113790879,Soft Drinks,185.4,1519,1078
FDG52,11.68809968,0.065313024,Frozen Foods,47.1,809,378
FDF59,12.5,0.0,Starchy Foods,127.1,1161,973
DRM49,6.11,0.152813518,Soft Drinks,45.6,1027,507
NCP02,7.105,0.044771473,Household,58.3,1039,836
FDW13,8.5,0.098083231,Canned,50.3,918,101
FDV12,16.7,0.06121901,Baking Goods,100.0,943,885
FDH14,17.1,0.047073322,Canned,138.7,1184,793
FDQ20,8.325,0.029953314,Fruits and Vegetables,39.5,1339,421
FDT45,15.85,0.0,Snack Foods,55.2,735,477
NCM26,11.68809968,0.040520754,Others,153.9,1962,925
FDJ22,11.68809968,0.052554508,Snack Foods,190.4,713,119
FDD29,12.15,0.018514652,Frozen Foods,252.8,584,290
FDA13,15.85,0.07871426,Canned,37.3,1293,487
FDV47,17.1,0.054197299,Breads,83.6,584,160
FDS57,15.5,0.103442268,Snack Foods,144.8,564,77
DRG36,14.15,0.095360186,Soft Drinks,172.3,1162,1061
FDK38,11.68809968,0.053031857,Canned,149.2,1126,440
DRJ49,6.865,0.013990601,Soft Drinks,127.7,563,539
FDR37,16.5,0.066237024,Breakfast,183.1,1866,461
NCS53,14.5,0.089761211,Health and Hygiene,159.5,1438,611
FDR22,19.35,0.01863822,Snack Foods,110.3,1418,1317
NCP42,8.51,0.016176344,Household,192.1,1875,1423
FDK38,6.65,0.089196394,Canned,147.1,1681,1659
NCC43,7.39,0.092782895,Household,252.6,990,916
FDH57,10.895,0.0358031,Fruits and Vegetables,130.3,1986,1115
FDQ25,8.63,0.028271345,Canned,170.5,1748,608
FDA11,7.75,0.043238822,Baking Goods,92.5,812,5
FDG31,12.15,0.037955309,Meat,62.9,1114,680
FDW28,18.25,0.089186083,Frozen Foods,194.3,1418,894
FDV14,19.85,0.044566659,Dairy,88.6,1312,270
FDB60,9.3,0.028638276,Baking Goods,195.8,1439,810
FDU43,11.68809968,0.057762301,Fruits and Vegetables,237.4,1989,558
DRH11,5.98,0.075711199,Hard Drinks,55.7,1611,98
FDC48,11.68809968,0.027767577,Baking Goods,82.2,1826,525
DRK39,7.02,0.049865399,Dairy,82.9,1179,193
FDB20,7.72,0.052061483,Fruits and Vegetables,76.8,934,156
FDE51,5.925,0.096387053,Dairy,45.6,1181,1138
FDX36,9.695,0.128176489,Baking Goods,224.8,1658,395
NCT29,12.6,0.064110725,Health and Hygiene,122.3,1573,769
FDU45,15.6,0.035561344,Snack Foods,112.2,1955,1680
FDF56,16.7,0.119647957,Fruits and Vegetables,181.0,839,802
FDW07,18.0,0.238831875,Fruits and Vegetables,88.3,846,521
FDR52,11.68809968,0.075676339,Frozen Foods,190.5,1145,879
FDB45,20.85,0.021416681,Fruits and Vegetables,104.6,1870,1237
NCT42,11.68809968,0.024766802,Household,151.0,1148,744
FDP52,18.7,0.070691729,Frozen Foods,230.2,744,682
FDI50,0.0,0.030693309,Canned,228.0,608,532
FDU48,18.85,0.055671582,Baking Goods,133.3,1032,14
FDS43,11.65,0.040507228,Fruits and Vegetables,186.9,1613,1442
NCM41,16.5,0.035626319,Health and Hygiene,93.1,795,367
FDP37,15.6,0.143688905,Breakfast,128.2,611,212
FDJ44,12.3,0.106542886,Fruits and Vegetables,173.2,1700,699
FDY38,0.0,0.208662546,Dairy,231.8,842,683
FDC20,10.65,0.024107056,Fruits and Vegetables,56.6,600,4
FDF02,16.2,0.104058452,Canned,102.5,1128,230
FDX38,10.5,0.048403392,Dairy,48.2,1924,1224
FDN50,0.0,0.026391403,Canned,92.8,527,401
FDA07,7.55,0.031007381,Fruits and Vegetables,123.4,1436,1172
FDT49,0.0,0.150672399,Canned,104.7,557,491
FDA09,13.35,0.149598628,Snack Foods,179.5,796,225
FDV43,16.0,0.077290355,Fruits and Vegetables,44.5,633,585
