Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,initial_stock,current_stock,time_stamp
BAS52,250,0.053496,Baking Goods,,62.0,62.0,2025-07-19 20:07:59
BAZ19,1000,0.053696,Baking Goods,,285.0,285.0,2025-07-19 20:07:59
BAB43,500,0.042279,Baking Goods,,143.0,143.0,2025-07-19 20:07:59
BAH67,1000,0.070041,Baking Goods,,206.0,206.0,2025-07-19 20:07:59
BAC24,250,0.041148,Baking Goods,,163.0,163.0,2025-07-19 20:07:59
BAV15,500,0.068056,Baking Goods,,165.0,165.0,2025-07-19 20:07:59
BAW23,500,0.063835,Baking Goods,,165.0,165.0,2025-07-19 20:07:59
BAF13,250,0.040136,Baking Goods,,125.0,125.0,2025-07-19 20:07:59
BAM25,500,0.06079,Baking Goods,,117.0,117.0,2025-07-19 20:07:59
BAS54,1000,0.072591,Baking Goods,,189.0,189.0,2025-07-19 20:07:59
BAT07,500,0.030376,Baking Goods,,173.0,173.0,2025-07-19 20:07:59
BAC73,1000,0.0713,Baking Goods,,137.0,137.0,2025-07-19 20:07:59
BAX78,500,0.044307,Baking Goods,,45.0,45.0,2025-07-19 20:07:59
BAG37,250,0.061382,Baking Goods,,193.0,193.0,2025-07-19 20:07:59
BAB89,1000,0.053464,Baking Goods,,125.0,125.0,2025-07-19 20:07:59
BAP60,500,0.051769,Baking Goods,,30.0,30.0,2025-07-19 20:07:59
BAH34,1000,0.044057,Baking Goods,,46.0,46.0,2025-07-19 20:07:59
BAB23,250,0.03041,Baking Goods,,288.0,288.0,2025-07-19 20:07:59
BAJ56,1000,0.060818,Baking Goods,,96.0,96.0,2025-07-19 20:07:59
BAA57,250,0.040222,Baking Goods,,272.0,272.0,2025-07-19 20:07:59
BAY21,250,0.073053,Baking Goods,,190.0,190.0,2025-07-19 20:07:59
BAE00,1000,0.066208,Baking Goods,,27.0,27.0,2025-07-19 20:07:59
BAT45,500,0.042034,Baking Goods,,164.0,164.0,2025-07-19 20:07:59
BAY33,250,0.072807,Baking Goods,,257.0,257.0,2025-07-19 20:07:59
BAX88,1000,0.03444,Baking Goods,,218.0,218.0,2025-07-19 20:07:59
BAY30,250,0.070063,Baking Goods,,213.0,213.0,2025-07-19 20:07:59
BAQ06,250,0.045272,Baking Goods,,201.0,201.0,2025-07-19 20:07:59
BAX07,500,0.048521,Baking Goods,,48.0,48.0,2025-07-19 20:07:59
BAQ14,1000,0.060002,Baking Goods,,155.0,155.0,2025-07-19 20:07:59
BAM60,500,0.078131,Baking Goods,,206.0,206.0,2025-07-19 20:07:59
BAK98,250,0.035515,Baking Goods,,52.0,52.0,2025-07-19 20:07:59
BAG63,250,0.030518,Baking Goods,,146.0,146.0,2025-07-19 20:07:59
BAR22,500,0.037005,Baking Goods,,251.0,251.0,2025-07-19 20:07:59
BAX46,500,0.031008,Baking Goods,,162.0,162.0,2025-07-19 20:07:59
BAG34,1000,0.072665,Baking Goods,,221.0,221.0,2025-07-19 20:07:59
BAJ92,1000,0.054264,Baking Goods,,192.0,192.0,2025-07-19 20:07:59
BAB20,250,0.03035,Baking Goods,,251.0,251.0,2025-07-19 20:07:59
BAG25,250,0.035202,Baking Goods,,205.0,205.0,2025-07-19 20:07:59
BAF93,250,0.031448,Baking Goods,,244.0,244.0,2025-07-19 20:07:59
BAQ30,250,0.053104,Baking Goods,,226.0,226.0,2025-07-19 20:07:59
HHK57,100,0.011629,Health and Hygiene,,229.0,229.0,2025-07-19 20:07:59
HHV43,250,0.038703,Health and Hygiene,,69.0,69.0,2025-07-19 20:07:59
HHA32,500,0.018187,Health and Hygiene,,180.0,180.0,2025-07-19 20:07:59
HHA03,500,0.012734,Health and Hygiene,,100.0,100.0,2025-07-19 20:07:59
HHU10,250,0.03913,Health and Hygiene,,132.0,132.0,2025-07-19 20:07:59
HHT84,500,0.025841,Health and Hygiene,,86.0,86.0,2025-07-19 20:07:59
HHN15,500,0.023469,Health and Hygiene,,49.0,49.0,2025-07-19 20:07:59
HHA56,100,0.035206,Health and Hygiene,,170.0,170.0,2025-07-19 20:07:59
HHD10,100,0.034408,Health and Hygiene,,120.0,120.0,2025-07-19 20:07:59
HHS25,250,0.022178,Health and Hygiene,,262.0,262.0,2025-07-19 20:07:59
HHB70,100,0.039509,Health and Hygiene,,93.0,93.0,2025-07-19 20:07:59
HHY24,250,0.01629,Health and Hygiene,,235.0,235.0,2025-07-19 20:07:59
HHV42,250,0.030858,Health and Hygiene,,189.0,189.0,2025-07-19 20:07:59
HHH06,100,0.038649,Health and Hygiene,,128.0,128.0,2025-07-19 20:07:59
HHW02,100,0.025051,Health and Hygiene,,192.0,192.0,2025-07-19 20:07:59
HHG79,500,0.031329,Health and Hygiene,,176.0,176.0,2025-07-19 20:07:59
HHI88,500,0.011034,Health and Hygiene,,145.0,145.0,2025-07-19 20:07:59
HHX23,100,0.01734,Health and Hygiene,,214.0,214.0,2025-07-19 20:07:59
HHM64,100,0.017215,Health and Hygiene,,208.0,208.0,2025-07-19 20:07:59
HHO01,100,0.014975,Health and Hygiene,,188.0,188.0,2025-07-19 20:07:59
HHV29,100,0.037455,Health and Hygiene,,95.0,95.0,2025-07-19 20:07:59
HHM75,100,0.039504,Health and Hygiene,,133.0,133.0,2025-07-19 20:07:59
HHL99,100,0.015454,Health and Hygiene,,129.0,129.0,2025-07-19 20:07:59
HHL36,250,0.034078,Health and Hygiene,,177.0,177.0,2025-07-19 20:07:59
HHH78,250,0.039111,Health and Hygiene,,252.0,252.0,2025-07-19 20:07:59
HHV27,250,0.03067,Health and Hygiene,,87.0,87.0,2025-07-19 20:07:59
HHK78,250,0.015734,Health and Hygiene,,99.0,99.0,2025-07-19 20:07:59
HHO63,100,0.022653,Health and Hygiene,,244.0,244.0,2025-07-19 20:07:59
HHR62,100,0.021704,Health and Hygiene,,180.0,180.0,2025-07-19 20:07:59
HHG12,100,0.029036,Health and Hygiene,,96.0,96.0,2025-07-19 20:07:59
HHX38,100,0.027614,Health and Hygiene,,67.0,67.0,2025-07-19 20:07:59
HHC56,250,0.01236,Health and Hygiene,,91.0,91.0,2025-07-19 20:07:59
HHP09,500,0.01802,Health and Hygiene,,144.0,144.0,2025-07-19 20:07:59
HHN89,250,0.022875,Health and Hygiene,,122.0,122.0,2025-07-19 20:07:59
HHN04,100,0.025388,Health and Hygiene,,84.0,84.0,2025-07-19 20:07:59
HHO16,500,0.017618,Health and Hygiene,,55.0,55.0,2025-07-19 20:07:59
HHZ75,100,0.034766,Health and Hygiene,,59.0,59.0,2025-07-19 20:07:59
HHR24,100,0.017918,Health and Hygiene,,149.0,149.0,2025-07-19 20:07:59
HHL23,500,0.029567,Health and Hygiene,,141.0,141.0,2025-07-19 20:07:59
HHF19,500,0.039192,Health and Hygiene,,100.0,100.0,2025-07-19 20:07:59
HHM93,500,0.011557,Health and Hygiene,,199.0,199.0,2025-07-19 20:07:59
HHE35,500,0.033228,Health and Hygiene,,137.0,137.0,2025-07-19 20:07:59
HHC70,250,0.034068,Health and Hygiene,,258.0,258.0,2025-07-19 20:07:59
SDF70,500,0.119254,Soft Drinks,,115.0,115.0,2025-07-19 20:07:59
SDD54,500,0.081997,Soft Drinks,,217.0,217.0,2025-07-19 20:07:59
SDL53,1000,0.095796,Soft Drinks,,244.0,244.0,2025-07-19 20:07:59
SDN60,330,0.111774,Soft Drinks,,158.0,158.0,2025-07-19 20:07:59
SDB68,1000,0.172941,Soft Drinks,,86.0,86.0,2025-07-19 20:07:59
SDB37,330,0.161085,Soft Drinks,,74.0,74.0,2025-07-19 20:07:59
SDQ10,500,0.159648,Soft Drinks,,220.0,220.0,2025-07-19 20:07:59
SDL39,330,0.138208,Soft Drinks,,258.0,258.0,2025-07-19 20:07:59
SDB87,330,0.132007,Soft Drinks,,215.0,215.0,2025-07-19 20:07:59
SDV54,1000,0.134255,Soft Drinks,,28.0,28.0,2025-07-19 20:07:59
SDM83,500,0.127627,Soft Drinks,,73.0,73.0,2025-07-19 20:07:59
SDB15,1000,0.159322,Soft Drinks,,147.0,147.0,2025-07-19 20:07:59
SDO66,1000,0.110547,Soft Drinks,,154.0,154.0,2025-07-19 20:07:59
SDN65,1500,0.173699,Soft Drinks,,127.0,127.0,2025-07-19 20:07:59
SDG64,1500,0.111326,Soft Drinks,,93.0,93.0,2025-07-19 20:07:59
SDZ70,500,0.090335,Soft Drinks,,125.0,125.0,2025-07-19 20:07:59
SDT41,1500,0.100622,Soft Drinks,,227.0,227.0,2025-07-19 20:07:59
SDF91,500,0.095044,Soft Drinks,,162.0,162.0,2025-07-19 20:07:59
SDH84,1000,0.146717,Soft Drinks,,189.0,189.0,2025-07-19 20:07:59
SDD45,500,0.155737,Soft Drinks,,73.0,73.0,2025-07-19 20:07:59
SDR11,1000,0.088983,Soft Drinks,,95.0,95.0,2025-07-19 20:07:59
SDI14,330,0.10986,Soft Drinks,,159.0,159.0,2025-07-19 20:07:59
SDL91,1000,0.091072,Soft Drinks,,100.0,100.0,2025-07-19 20:07:59
SDE71,500,0.089372,Soft Drinks,,165.0,165.0,2025-07-19 20:07:59
SDK58,500,0.179392,Soft Drinks,,57.0,57.0,2025-07-19 20:07:59
SDV04,500,0.113366,Soft Drinks,,148.0,148.0,2025-07-19 20:07:59
SDP15,500,0.162416,Soft Drinks,,67.0,67.0,2025-07-19 20:07:59
SDE73,1500,0.129302,Soft Drinks,,204.0,204.0,2025-07-19 20:07:59
SDF12,1000,0.134563,Soft Drinks,,29.0,29.0,2025-07-19 20:07:59
SDX22,1000,0.138158,Soft Drinks,,162.0,162.0,2025-07-19 20:07:59
SDC62,1500,0.104979,Soft Drinks,,237.0,237.0,2025-07-19 20:07:59
SDG96,500,0.136925,Soft Drinks,,50.0,50.0,2025-07-19 20:07:59
SDZ35,330,0.127382,Soft Drinks,,133.0,133.0,2025-07-19 20:07:59
SDN22,1500,0.146912,Soft Drinks,,77.0,77.0,2025-07-19 20:07:59
SDY20,500,0.173964,Soft Drinks,,63.0,63.0,2025-07-19 20:07:59
SDA44,500,0.15663,Soft Drinks,,138.0,138.0,2025-07-19 20:07:59
SDD49,500,0.178258,Soft Drinks,,100.0,100.0,2025-07-19 20:07:59
SDJ04,1000,0.086001,Soft Drinks,,42.0,42.0,2025-07-19 20:07:59
SDN53,500,0.15199,Soft Drinks,,50.0,50.0,2025-07-19 20:07:59
SDD25,330,0.165503,Soft Drinks,,150.0,150.0,2025-07-19 20:07:59
SDT02,1000,0.127665,Soft Drinks,,38.0,38.0,2025-07-19 20:07:59
SDG16,1000,0.177025,Soft Drinks,,28.0,28.0,2025-07-19 20:07:59
SDX46,330,0.142471,Soft Drinks,,93.0,93.0,2025-07-19 20:07:59
SDR60,1500,0.167404,Soft Drinks,,50.0,50.0,2025-07-19 20:07:59
SDP10,500,0.090739,Soft Drinks,,99.0,99.0,2025-07-19 20:07:59
SDK34,1000,0.11389,Soft Drinks,,157.0,157.0,2025-07-19 20:07:59
SDC23,330,0.175662,Soft Drinks,,49.0,49.0,2025-07-19 20:07:59
SDK78,330,0.089712,Soft Drinks,,34.0,34.0,2025-07-19 20:07:59
SDH67,500,0.166975,Soft Drinks,,269.0,269.0,2025-07-19 20:07:59
SDX47,500,0.169761,Soft Drinks,,182.0,182.0,2025-07-19 20:07:59
SDZ44,330,0.15364,Soft Drinks,,110.0,110.0,2025-07-19 20:07:59
MEC22,300,0.083654,Meat,,203.0,203.0,2025-07-19 20:07:59
MEC98,300,0.056068,Meat,,193.0,193.0,2025-07-19 20:07:59
MEA52,500,0.071967,Meat,,40.0,40.0,2025-07-19 20:07:59
MER41,1000,0.046804,Meat,,23.0,23.0,2025-07-19 20:07:59
MEQ52,1000,0.085323,Meat,,158.0,158.0,2025-07-19 20:07:59
MEU77,300,0.08435,Meat,,143.0,143.0,2025-07-19 20:07:59
MEX00,300,0.045715,Meat,,99.0,99.0,2025-07-19 20:07:59
MEL15,300,0.066531,Meat,,80.0,80.0,2025-07-19 20:07:59
MER46,1000,0.051063,Meat,,150.0,150.0,2025-07-19 20:07:59
MEU59,1000,0.056073,Meat,,139.0,139.0,2025-07-19 20:07:59
MEB99,300,0.055665,Meat,,287.0,287.0,2025-07-19 20:07:59
MEB71,300,0.060004,Meat,,268.0,268.0,2025-07-19 20:07:59
MEV66,500,0.060382,Meat,,138.0,138.0,2025-07-19 20:07:59
MEI59,500,0.070007,Meat,,251.0,251.0,2025-07-19 20:07:59
MED46,1000,0.077223,Meat,,201.0,201.0,2025-07-19 20:07:59
MEW99,300,0.085374,Meat,,193.0,193.0,2025-07-19 20:07:59
MEX41,300,0.047616,Meat,,64.0,64.0,2025-07-19 20:07:59
MET82,1000,0.041503,Meat,,197.0,197.0,2025-07-19 20:07:59
MEO66,1000,0.082328,Meat,,97.0,97.0,2025-07-19 20:07:59
MEK67,1000,0.079985,Meat,,248.0,248.0,2025-07-19 20:07:59
MEX32,300,0.047539,Meat,,61.0,61.0,2025-07-19 20:07:59
MEC47,500,0.07506,Meat,,91.0,91.0,2025-07-19 20:07:59
MEH90,300,0.056508,Meat,,51.0,51.0,2025-07-19 20:07:59
MEI61,300,0.078375,Meat,,152.0,152.0,2025-07-19 20:07:59
MEL45,300,0.042064,Meat,,142.0,142.0,2025-07-19 20:07:59
MEG39,300,0.066999,Meat,,81.0,81.0,2025-07-19 20:07:59
MEW90,1000,0.057265,Meat,,114.0,114.0,2025-07-19 20:07:59
MEU48,1000,0.058493,Meat,,216.0,216.0,2025-07-19 20:07:59
MEZ75,500,0.058335,Meat,,175.0,175.0,2025-07-19 20:07:59
MEF91,500,0.086483,Meat,,239.0,239.0,2025-07-19 20:07:59
MEJ52,500,0.068485,Meat,,132.0,132.0,2025-07-19 20:07:59
MEP36,500,0.072572,Meat,,210.0,210.0,2025-07-19 20:07:59
MEY43,300,0.084336,Meat,,65.0,65.0,2025-07-19 20:07:59
MEF62,300,0.083373,Meat,,156.0,156.0,2025-07-19 20:07:59
MES93,1000,0.065142,Meat,,51.0,51.0,2025-07-19 20:07:59
MEB90,300,0.076475,Meat,,236.0,236.0,2025-07-19 20:07:59
MER79,500,0.058377,Meat,,222.0,222.0,2025-07-19 20:07:59
MEM01,300,0.062564,Meat,,45.0,45.0,2025-07-19 20:07:59
MEN01,1000,0.056892,Meat,,133.0,133.0,2025-07-19 20:07:59
MEQ13,1000,0.062537,Meat,,115.0,115.0,2025-07-19 20:07:59
MEI37,300,0.041695,Meat,,107.0,107.0,2025-07-19 20:07:59
MEJ16,500,0.078125,Meat,,41.0,41.0,2025-07-19 20:07:59
MEC79,1000,0.058423,Meat,,268.0,268.0,2025-07-19 20:07:59
MEK65,300,0.071229,Meat,,118.0,118.0,2025-07-19 20:07:59
MEM64,300,0.073891,Meat,,124.0,124.0,2025-07-19 20:07:59
MEQ31,1000,0.074274,Meat,,256.0,256.0,2025-07-19 20:07:59
MEK02,300,0.066065,Meat,,100.0,100.0,2025-07-19 20:07:59
MEF42,1000,0.04493,Meat,,261.0,261.0,2025-07-19 20:07:59
BRV86,500,0.110907,Breads,,205.0,205.0,2025-07-19 20:07:59
BRT87,500,0.078131,Breads,,238.0,238.0,2025-07-19 20:07:59
BRL20,800,0.103244,Breads,,113.0,113.0,2025-07-19 20:07:59
BRD28,800,0.079954,Breads,,37.0,37.0,2025-07-19 20:07:59
BRE99,800,0.090552,Breads,,239.0,239.0,2025-07-19 20:07:59
BRA39,250,0.062503,Breads,,62.0,62.0,2025-07-19 20:07:59
BRB89,250,0.079372,Breads,,245.0,245.0,2025-07-19 20:07:59
BRI25,500,0.099074,Breads,,247.0,247.0,2025-07-19 20:07:59
BRG42,500,0.10047,Breads,,98.0,98.0,2025-07-19 20:07:59
BRL51,250,0.070891,Breads,,152.0,152.0,2025-07-19 20:07:59
BRZ93,800,0.07517,Breads,,50.0,50.0,2025-07-19 20:07:59
BRI81,250,0.10728,Breads,,30.0,30.0,2025-07-19 20:07:59
BRO41,800,0.114399,Breads,,58.0,58.0,2025-07-19 20:07:59
BRN99,500,0.11974,Breads,,105.0,105.0,2025-07-19 20:07:59
BRP08,800,0.090791,Breads,,225.0,225.0,2025-07-19 20:07:59
BRX13,800,0.094065,Breads,,36.0,36.0,2025-07-19 20:07:59
BRH63,800,0.101898,Breads,,119.0,119.0,2025-07-19 20:07:59
BRR28,250,0.091037,Breads,,248.0,248.0,2025-07-19 20:07:59
BRD88,500,0.102812,Breads,,253.0,253.0,2025-07-19 20:07:59
BRL58,500,0.116483,Breads,,111.0,111.0,2025-07-19 20:07:59
BRD74,500,0.086683,Breads,,205.0,205.0,2025-07-19 20:07:59
BRF48,800,0.097754,Breads,,135.0,135.0,2025-07-19 20:07:59
BRY37,500,0.093683,Breads,,196.0,196.0,2025-07-19 20:07:59
BRU68,500,0.099129,Breads,,97.0,97.0,2025-07-19 20:07:59
BRB32,800,0.102963,Breads,,28.0,28.0,2025-07-19 20:07:59
BRH67,500,0.079376,Breads,,143.0,143.0,2025-07-19 20:07:59
BRU60,500,0.072725,Breads,,191.0,191.0,2025-07-19 20:07:59
BRV02,500,0.067221,Breads,,30.0,30.0,2025-07-19 20:07:59
BRR67,250,0.096273,Breads,,91.0,91.0,2025-07-19 20:07:59
BRY66,250,0.070504,Breads,,86.0,86.0,2025-07-19 20:07:59
BRU57,800,0.075728,Breads,,124.0,124.0,2025-07-19 20:07:59
BRG97,250,0.078665,Breads,,208.0,208.0,2025-07-19 20:07:59
BRJ77,500,0.067981,Breads,,131.0,131.0,2025-07-19 20:07:59
BRL15,800,0.095472,Breads,,84.0,84.0,2025-07-19 20:07:59
BRO36,800,0.118535,Breads,,35.0,35.0,2025-07-19 20:07:59
BRA09,250,0.063542,Breads,,107.0,107.0,2025-07-19 20:07:59
HDR80,700,0.047854,Hard Drinks,,148.0,148.0,2025-07-19 20:07:59
HDM39,1000,0.023063,Hard Drinks,,78.0,78.0,2025-07-19 20:07:59
HDS18,700,0.053889,Hard Drinks,,139.0,139.0,2025-07-19 20:07:59
HDG89,700,0.021603,Hard Drinks,,84.0,84.0,2025-07-19 20:07:59
HDN19,700,0.053199,Hard Drinks,,111.0,111.0,2025-07-19 20:07:59
HDW50,500,0.034914,Hard Drinks,,258.0,258.0,2025-07-19 20:07:59
HDA13,1000,0.049676,Hard Drinks,,144.0,144.0,2025-07-19 20:07:59
HDW24,500,0.048065,Hard Drinks,,264.0,264.0,2025-07-19 20:07:59
HDG81,500,0.028303,Hard Drinks,,124.0,124.0,2025-07-19 20:07:59
HDA67,500,0.047515,Hard Drinks,,56.0,56.0,2025-07-19 20:07:59
HDX04,1000,0.02759,Hard Drinks,,217.0,217.0,2025-07-19 20:07:59
HDZ28,700,0.035414,Hard Drinks,,67.0,67.0,2025-07-19 20:07:59
HDA68,700,0.055191,Hard Drinks,,205.0,205.0,2025-07-19 20:07:59
HDR54,500,0.053091,Hard Drinks,,140.0,140.0,2025-07-19 20:07:59
HDH19,1000,0.05334,Hard Drinks,,255.0,255.0,2025-07-19 20:07:59
HDD15,500,0.059387,Hard Drinks,,61.0,61.0,2025-07-19 20:07:59
HDF10,1000,0.058218,Hard Drinks,,33.0,33.0,2025-07-19 20:07:59
HDV74,700,0.026193,Hard Drinks,,176.0,176.0,2025-07-19 20:07:59
HDS07,1000,0.055861,Hard Drinks,,134.0,134.0,2025-07-19 20:07:59
HDX83,700,0.023708,Hard Drinks,,207.0,207.0,2025-07-19 20:07:59
HDK91,700,0.054113,Hard Drinks,,255.0,255.0,2025-07-19 20:07:59
HDC77,500,0.059454,Hard Drinks,,145.0,145.0,2025-07-19 20:07:59
HDB68,500,0.026684,Hard Drinks,,120.0,120.0,2025-07-19 20:07:59
HDD05,1000,0.028559,Hard Drinks,,187.0,187.0,2025-07-19 20:07:59
HDQ89,1000,0.056753,Hard Drinks,,147.0,147.0,2025-07-19 20:07:59
HDV99,1000,0.035551,Hard Drinks,,195.0,195.0,2025-07-19 20:07:59
HDG39,1000,0.033063,Hard Drinks,,226.0,226.0,2025-07-19 20:07:59
HDC72,700,0.042062,Hard Drinks,,215.0,215.0,2025-07-19 20:07:59
STQ66,1000,0.07818,Starchy Foods,,116.0,116.0,2025-07-19 20:07:59
STK74,400,0.067762,Starchy Foods,,159.0,159.0,2025-07-19 20:07:59
STZ36,1000,0.049039,Starchy Foods,,189.0,189.0,2025-07-19 20:07:59
STA00,500,0.065877,Starchy Foods,,165.0,165.0,2025-07-19 20:07:59
STH70,400,0.04615,Starchy Foods,,151.0,151.0,2025-07-19 20:07:59
STT15,500,0.067089,Starchy Foods,,104.0,104.0,2025-07-19 20:07:59
STB56,1000,0.061538,Starchy Foods,,172.0,172.0,2025-07-19 20:07:59
STR14,400,0.040037,Starchy Foods,,187.0,187.0,2025-07-19 20:07:59
STJ64,1000,0.045383,Starchy Foods,,186.0,186.0,2025-07-19 20:07:59
STN97,400,0.060357,Starchy Foods,,141.0,141.0,2025-07-19 20:07:59
STA16,500,0.040185,Starchy Foods,,154.0,154.0,2025-07-19 20:07:59
STK84,1000,0.056826,Starchy Foods,,241.0,241.0,2025-07-19 20:07:59
STC11,1000,0.064976,Starchy Foods,,138.0,138.0,2025-07-19 20:07:59
STA65,1000,0.045346,Starchy Foods,,38.0,38.0,2025-07-19 20:07:59
STW45,500,0.045786,Starchy Foods,,169.0,169.0,2025-07-19 20:07:59
STC49,500,0.048099,Starchy Foods,,61.0,61.0,2025-07-19 20:07:59
STY11,1000,0.079203,Starchy Foods,,135.0,135.0,2025-07-19 20:07:59
STB51,500,0.075208,Starchy Foods,,55.0,55.0,2025-07-19 20:07:59
STE06,1000,0.06293,Starchy Foods,,34.0,34.0,2025-07-19 20:07:59
STC53,500,0.068083,Starchy Foods,,110.0,110.0,2025-07-19 20:07:59
STV42,1000,0.06915,Starchy Foods,,92.0,92.0,2025-07-19 20:07:59
STY17,400,0.076657,Starchy Foods,,69.0,69.0,2025-07-19 20:07:59
STJ45,500,0.074123,Starchy Foods,,219.0,219.0,2025-07-19 20:07:59
STZ51,400,0.065572,Starchy Foods,,136.0,136.0,2025-07-19 20:07:59
STL01,400,0.054105,Starchy Foods,,199.0,199.0,2025-07-19 20:07:59
STK81,1000,0.047649,Starchy Foods,,33.0,33.0,2025-07-19 20:07:59
STL84,400,0.069429,Starchy Foods,,36.0,36.0,2025-07-19 20:07:59
STF36,500,0.073769,Starchy Foods,,136.0,136.0,2025-07-19 20:07:59
STK23,400,0.052794,Starchy Foods,,48.0,48.0,2025-07-19 20:07:59
STL69,400,0.049633,Starchy Foods,,172.0,172.0,2025-07-19 20:07:59
STG08,1000,0.047553,Starchy Foods,,37.0,37.0,2025-07-19 20:07:59
STU64,400,0.060332,Starchy Foods,,146.0,146.0,2025-07-19 20:07:59
STD86,400,0.052064,Starchy Foods,,153.0,153.0,2025-07-19 20:07:59
BKI64,300,0.064353,Breakfast,,114.0,114.0,2025-07-19 20:07:59
BKG98,300,0.06264,Breakfast,,106.0,106.0,2025-07-19 20:07:59
BKR26,200,0.055996,Breakfast,,114.0,114.0,2025-07-19 20:07:59
BKX39,300,0.030864,Breakfast,,197.0,197.0,2025-07-19 20:07:59
BKO17,200,0.042836,Breakfast,,109.0,109.0,2025-07-19 20:07:59
BKB30,400,0.043813,Breakfast,,109.0,109.0,2025-07-19 20:07:59
BKZ41,400,0.059305,Breakfast,,106.0,106.0,2025-07-19 20:07:59
BKC14,400,0.042914,Breakfast,,133.0,133.0,2025-07-19 20:07:59
BKY00,400,0.045386,Breakfast,,151.0,151.0,2025-07-19 20:07:59
BKR55,200,0.046818,Breakfast,,93.0,93.0,2025-07-19 20:07:59
BKR19,400,0.04658,Breakfast,,278.0,278.0,2025-07-19 20:07:59
BKL13,400,0.064135,Breakfast,,78.0,78.0,2025-07-19 20:07:59
BKH99,400,0.065377,Breakfast,,43.0,43.0,2025-07-19 20:07:59
BKR73,300,0.042097,Breakfast,,203.0,203.0,2025-07-19 20:07:59
BKX44,300,0.039483,Breakfast,,190.0,190.0,2025-07-19 20:07:59
BKU71,300,0.057626,Breakfast,,177.0,177.0,2025-07-19 20:07:59
BKS55,400,0.030627,Breakfast,,127.0,127.0,2025-07-19 20:07:59
BKG56,200,0.045542,Breakfast,,164.0,164.0,2025-07-19 20:07:59
BKI78,400,0.043703,Breakfast,,111.0,111.0,2025-07-19 20:07:59
BKU35,200,0.06078,Breakfast,,95.0,95.0,2025-07-19 20:07:59
BKX69,400,0.067054,Breakfast,,239.0,239.0,2025-07-19 20:07:59
BKU19,200,0.050355,Breakfast,,115.0,115.0,2025-07-19 20:07:59
BKL65,300,0.042821,Breakfast,,179.0,179.0,2025-07-19 20:07:59
BKQ62,300,0.032532,Breakfast,,31.0,31.0,2025-07-19 20:07:59
SEQ74,700,0.045461,Seafood,,70.0,70.0,2025-07-19 20:07:59
SES28,500,0.040654,Seafood,,102.0,102.0,2025-07-19 20:07:59
SEL46,500,0.043288,Seafood,,159.0,159.0,2025-07-19 20:07:59
SEV86,700,0.030391,Seafood,,132.0,132.0,2025-07-19 20:07:59
SEZ14,500,0.032219,Seafood,,152.0,152.0,2025-07-19 20:07:59
SED67,300,0.049322,Seafood,,171.0,171.0,2025-07-19 20:07:59
SEH26,300,0.043315,Seafood,,62.0,62.0,2025-07-19 20:07:59
SES17,700,0.057733,Seafood,,74.0,74.0,2025-07-19 20:07:59
SEC56,300,0.039537,Seafood,,69.0,69.0,2025-07-19 20:07:59
SEH98,500,0.065647,Seafood,,73.0,73.0,2025-07-19 20:07:59
SEO74,700,0.044552,Seafood,,122.0,122.0,2025-07-19 20:07:59
SEB78,700,0.062752,Seafood,,181.0,181.0,2025-07-19 20:07:59
SEI16,700,0.0356,Seafood,,260.0,260.0,2025-07-19 20:07:59
SEE95,700,0.047603,Seafood,,150.0,150.0,2025-07-19 20:07:59
SEE03,700,0.040046,Seafood,,112.0,112.0,2025-07-19 20:07:59
SEH71,300,0.066937,Seafood,,102.0,102.0,2025-07-19 20:07:59
SEH43,700,0.059252,Seafood,,173.0,173.0,2025-07-19 20:07:59
SEO73,500,0.036175,Seafood,,129.0,129.0,2025-07-19 20:07:59
SCA73,50,0.031905,Spices and Condiments,,98.0,98.0,2025-07-19 20:07:59
SCV78,50,0.014217,Spices and Condiments,,53.0,53.0,2025-07-19 20:07:59
SCB19,100,0.01818,Spices and Condiments,,212.0,212.0,2025-07-19 20:07:59
SCG86,200,0.018856,Spices and Condiments,,226.0,226.0,2025-07-19 20:07:59
SCI01,100,0.033345,Spices and Condiments,,155.0,155.0,2025-07-19 20:07:59
SCQ38,100,0.039238,Spices and Condiments,,48.0,48.0,2025-07-19 20:07:59
SCG06,50,0.024235,Spices and Condiments,,129.0,129.0,2025-07-19 20:07:59
SCF59,100,0.028186,Spices and Condiments,,56.0,56.0,2025-07-19 20:07:59
SCH35,200,0.020843,Spices and Condiments,,212.0,212.0,2025-07-19 20:07:59
SCF40,100,0.031991,Spices and Condiments,,110.0,110.0,2025-07-19 20:07:59
SCV85,100,0.019379,Spices and Condiments,,219.0,219.0,2025-07-19 20:07:59
SCR84,200,0.032493,Spices and Condiments,,33.0,33.0,2025-07-19 20:07:59
SCX76,50,0.012301,Spices and Condiments,,140.0,140.0,2025-07-19 20:07:59
SCP42,200,0.021248,Spices and Condiments,,109.0,109.0,2025-07-19 20:07:59
SCU40,100,0.010299,Spices and Condiments,,247.0,247.0,2025-07-19 20:07:59
SCP70,200,0.034771,Spices and Condiments,,128.0,128.0,2025-07-19 20:07:59
SCL10,100,0.014027,Spices and Condiments,,57.0,57.0,2025-07-19 20:07:59
SCC70,50,0.037072,Spices and Condiments,,119.0,119.0,2025-07-19 20:07:59
SCP75,50,0.016829,Spices and Condiments,,33.0,33.0,2025-07-19 20:07:59
